Gridkm2Code,Area,Residents,Daytime,ElDom05,ElDom06,ElDom07,ElDom08,ElEc705,ElEc706,ElEc707,ElEc708,ElInd05,ElInd06,ElInd07,ElInd08,GasDom05,GasDom06,GasDom07,GasDom08,GasInd05,GasInd06,GasInd07,GasInd08,Other05,Other06,Other07,Other08,Motorcy05,Motorcy06,Motorcy07,Motorcy08,Taxi05,Taxi06,Taxi07,Taxi08,Cars05,Cars06,Cars07,Cars08,Bus05,Bus06,Bus07,Bus08,LGV05,LGV06,LGV07,LGV08,HGVRig05,HGVRig06,HGVRig07,HGVRig,HGVArt05,HGVArt06,HGVArt07,HGVArt08,dummy,Gridkm2Code;Area;Residents;Daytime;ElDom05;ElDom06;ElDom07;ElDom08;ElEc705;ElEc706;ElEc707;ElEc708;ElInd05;ElInd06;ElInd07;ElInd08;GasDom05;GasDom06;GasDom07;GasDom08;GasInd05;GasInd06;GasInd07;GasInd08;Other05;Other06;Other07;Other08;Motorcy05;Motorcy06;Motorcy07;Motorcy08;Taxi05;Taxi06;Taxi07;Taxi08;Cars05;Cars06;Cars07;Cars08;Bus05;Bus06;Bus07;Bus08;LGV05;LGV06;LGV07;LGV08;HGVRig05;HGVRig06;HGVRig07;HGVRig;HGVArt05;HGVArt06;HGVArt07;HGVArt08;dummy
7847,1.00E+06,1.79E+03,7.34E+02,2.02E-01,2.03E-01,2.06E-01,2.02E-01,1.66E-01,1.70E-01,1.62E-01,1.52E-01,1.72E-01,1.75E-01,1.65E-01,1.68E-01,1.42E+00,1.38E+00,1.33E+00,1.29E+00,2.53E-01,2.07E-01,2.02E-01,1.81E-01,1.27E-01,1.17E-01,1.01E-01,1.01E-01,9.78E-04,9.30E-04,9.24E-04,8.55E-04,1.18E-03,1.07E-03,1.08E-03,9.72E-04,1.42E-01,1.34E-01,1.31E-01,1.20E-01,6.04E-03,5.79E-03,5.79E-03,5.38E-03,1.68E-02,1.60E-02,1.59E-02,1.48E-02,9.53E-03,9.12E-03,9.07E-03,8.40E-03,1.43E-03,1.37E-03,1.36E-03,1.25E-03,0,7847; 1.00000500000000E+0006; 1.79475000000000E+0003; 7.34340000000000E+0002; 2.01656411809265E-0001; 2.02611658174586E-0001; 2.06142348283692E-0001; 2.01769424942830E-0001; 1.66314465231327E-0001; 1.69506001785060E-0001; 1.61795423899593E-0001; 1.52079833208140E-0001; 1.71533845527119E-0001; 1.75032115707001E-0001; 1.65267552657671E-0001; 1.68270733988796E-0001; 1.42449424739178E+0000; 1.38022449157161E+0000; 1.33281262817430E+0000; 1.29156146456711E+0000; 2.53365628149028E-0001; 2.07449191064547E-0001; 2.01864972410298E-0001; 1.81337563631817E-0001; 1.26992173258312E-0001; 1.17080807290027E-0001; 1.01291616829587E-0001; 1.01291616829587E-0001; 9.77848992033579E-0004; 9.30360645000428E-0004; 9.24196292260548E-0004; 8.54904401277080E-0004; 1.17567905311158E-0003; 1.07385307822319E-0003; 1.08161559648822E-0003; 9.72027103334803E-0004; 1.41744268447608E-0001; 1.33670564523890E-0001; 1.31228910065495E-0001; 1.20352937048100E-0001; 6.04003829295922E-0003; 5.78535920105788E-0003; 5.79083862571555E-0003; 5.38353472616199E-0003; 1.67773133737071E-0002; 1.59628197292803E-0002; 1.59356509153527E-0002; 1.47584878513963E-0002; 9.52620807672217E-0003; 9.11696354760235E-0003; 9.06810534440478E-0003; 8.39835983468484E-0003; 1.42875997948777E-0003; 1.36837215357302E-0003; 1.35752745893804E-0003; 1.25444578256560E-0003;0
7848,6.22E+05,2.40E+02,1.03E+02,5.35E-02,5.34E-02,5.41E-02,5.20E-02,3.76E-02,3.76E-02,3.67E-02,3.45E-02,4.86E-02,4.96E-02,4.68E-02,4.76E-02,3.27E-01,3.20E-01,3.10E-01,3.02E-01,5.72E-02,4.80E-02,4.58E-02,4.07E-02,2.76E-02,2.55E-02,2.20E-02,2.20E-02,2.22E-02,2.14E-02,2.12E-02,1.74E-02,9.99E-02,1.00E-01,1.01E-01,9.19E-02,4.70E+00,4.98E+00,4.88E+00,4.56E+00,1.59E-01,1.76E-01,1.76E-01,1.68E-01,8.46E-01,9.15E-01,9.10E-01,8.40E-01,8.95E-01,9.85E-01,9.80E-01,9.04E-01,2.99E+00,3.20E+00,3.18E+00,3.04E+00,0,7848; 6.22109000000000E+0005; 2.40020000000000E+0002; 1.02860000000000E+0002; 5.34529138989878E-0002; 5.33859374259474E-0002; 5.40562526479103E-0002; 5.19678711693559E-0002; 3.75550846626292E-0002; 3.76093998298071E-0002; 3.67027402317456E-0002; 3.44882961861262E-0002; 4.85695032770065E-0002; 4.95598375920718E-0002; 4.67954524787758E-0002; 4.76455949434223E-0002; 3.27232550997483E-0001; 3.19527137145672E-0001; 3.10268052616512E-0001; 3.01944987235238E-0001; 5.72184596613474E-0002; 4.80184612262114E-0002; 4.57770430941895E-0002; 4.07374763665716E-0002; 2.76133906000161E-0002; 2.54582161456077E-0002; 2.20248002906537E-0002; 2.20248002906537E-0002; 2.21677445988686E-0002; 2.13772387198059E-0002; 2.12197981338644E-0002; 1.73615862923668E-0002; 9.98932993220564E-0002; 1.00399017567807E-0001; 1.01249894021200E-0001; 9.18728208011765E-0002; 4.70398725660484E+0000; 4.98237230608790E+0000; 4.87655039617006E+0000; 4.55816424452950E+0000; 1.59303265880722E-0001; 1.75612679306202E-0001; 1.75666443981821E-0001; 1.67913320861543E-0001; 8.45952122897666E-0001; 9.14980828470860E-0001; 9.10418170930727E-0001; 8.39645875092247E-0001; 8.94568050962835E-0001; 9.85166850798753E-0001; 9.79613675446368E-0001; 9.04199451283226E-0001; 2.98634110801370E+0000; 3.20320340433375E+0000; 3.17619298548829E+0000; 3.04305329893774E+0000;0
7968,9.01E+05,6.45E+02,6.40E+02,1.71E-01,1.72E-01,1.71E-01,1.68E-01,1.91E-02,1.89E-02,1.76E-02,1.75E-02,5.08E-01,5.10E-01,4.71E-01,5.24E-01,6.57E-01,6.47E-01,6.44E-01,6.22E-01,6.44E-01,5.64E-01,6.70E-01,5.66E-01,1.57E-01,1.54E-01,1.54E-01,1.54E-01,6.19E-04,5.89E-04,5.85E-04,5.41E-04,7.44E-04,6.79E-04,6.84E-04,6.15E-04,8.97E-02,8.46E-02,8.31E-02,7.62E-02,3.82E-03,3.66E-03,3.67E-03,3.41E-03,1.06E-02,1.01E-02,1.01E-02,9.34E-03,6.03E-03,5.77E-03,5.74E-03,5.32E-03,9.04E-04,8.65E-04,8.59E-04,7.93E-04,0,7968; 9.00739000000000E+0005; 6.44720000000000E+0002; 6.40390000000000E+0002; 1.71339777772833E-0001; 1.72301443744510E-0001; 1.70569988749116E-0001; 1.68301937321978E-0001; 1.90693242085275E-0002; 1.89030477516430E-0002; 1.76037594620239E-0002; 1.74789253842561E-0002; 5.07841503922697E-0001; 5.10278873449224E-0001; 4.71179446206223E-0001; 5.24260543629419E-0001; 6.56730791638511E-0001; 6.47298024558130E-0001; 6.43784673995819E-0001; 6.21746706703401E-0001; 6.44408844384657E-0001; 5.64185016401626E-0001; 6.70295249855242E-0001; 5.66427847543002E-0001; 1.57148867935385E-0001; 1.54189223043903E-0001; 1.54163495817724E-0001; 1.54163495817724E-0001; 6.18720779352353E-0004; 5.88938029834163E-0004; 5.85135976704182E-0004; 5.41032160396394E-0004; 7.44188532641749E-0004; 6.79300159223395E-0004; 6.83989358083706E-0004; 6.15172196431037E-0004; 8.97132456550479E-0002; 8.46029060430395E-0002; 8.30577516510150E-0002; 7.61745146644961E-0002; 3.82309115730092E-0003; 3.66188410458970E-0003; 3.66581289282401E-0003; 3.40803369061125E-0003; 1.06186274516215E-0002; 1.01031957823003E-0002; 1.00860865432154E-0002; 9.34088412973901E-0003; 6.02954932373363E-0003; 5.77100971089487E-0003; 5.73970614012469E-0003; 5.31590395123606E-0003; 9.03874764100980E-0004; 8.65347292383832E-0004; 8.58630331854198E-0004; 7.93488488227178E-0004;0
7969,1.00E+06,3.53E+02,2.53E+02,7.27E-02,7.31E-02,7.24E-02,7.14E-02,7.70E-03,7.63E-03,7.10E-03,7.05E-03,1.48E-01,1.49E-01,1.37E-01,1.53E-01,3.17E-01,3.13E-01,3.11E-01,3.01E-01,1.88E-01,1.64E-01,1.95E-01,1.65E-01,7.21E-02,7.07E-02,7.07E-02,7.07E-02,7.69E-04,7.33E-04,7.28E-04,6.73E-04,9.25E-04,8.45E-04,8.51E-04,7.65E-04,1.12E-01,1.05E-01,1.03E-01,9.48E-02,4.76E-03,4.56E-03,4.56E-03,4.24E-03,1.32E-02,1.26E-02,1.25E-02,1.16E-02,7.50E-03,7.18E-03,7.14E-03,6.61E-03,1.13E-03,1.08E-03,1.07E-03,9.88E-04,0,7969; 1.00000000000000E+0006; 3.53090000000000E+0002; 2.53000000000000E+0002; 7.27019406392694E-0002; 7.31102739726027E-0002; 7.23753424657534E-0002; 7.14123287671233E-0002; 7.69531963470320E-0003; 7.62888127853881E-0003; 7.10456621004566E-0003; 7.05410958904110E-0003; 1.48013812785388E-0001; 1.48723287671233E-0001; 1.37327739726027E-0001; 1.52799086757991E-0001; 3.17465296803653E-0001; 3.12905365296804E-0001; 3.11206621004566E-0001; 3.00553652968037E-0001; 1.87816666666667E-0001; 1.64435159817352E-0001; 1.95361415525114E-0001; 1.65089041095890E-0001; 7.21005707762557E-0002; 7.07425799086758E-0002; 7.07313926940639E-0002; 7.07313926940639E-0002; 7.69292237442922E-0004; 7.32876712328767E-0004; 7.27511415525114E-0004; 6.73059360730594E-0004; 9.25456621004566E-0004; 8.45205479452055E-0004; 8.51255707762557E-0004; 7.65296803652968E-0004; 1.11608561643835E-0001; 1.05250684931506E-0001; 1.03328767123287E-0001; 9.47647260273973E-0002; 4.75616438356164E-0003; 4.55593607305936E-0003; 4.56038812785388E-0003; 4.23961187214612E-0003; 1.32100456621004E-0002; 1.25687214611872E-0002; 1.25478310502283E-0002; 1.16205479452054E-0002; 7.50125570776256E-0003; 7.17933789954338E-0003; 7.14052511415525E-0003; 6.61358447488584E-0003; 1.12522831050228E-0003; 1.07773972602739E-0003; 1.06940639269406E-0003; 9.88013698630137E-0004;0
7970,7.44E+05,1.68E+02,1.37E+02,4.53E-02,4.56E-02,4.51E-02,4.45E-02,3.69E-03,3.66E-03,3.45E-03,3.39E-03,1.13E-01,1.13E-01,1.04E-01,1.16E-01,1.99E-01,1.96E-01,1.95E-01,1.89E-01,1.49E-01,1.32E-01,1.51E-01,1.30E-01,4.70E-02,4.62E-02,4.62E-02,4.62E-02,4.46E-04,4.24E-04,4.22E-04,3.90E-04,5.36E-04,4.90E-04,4.93E-04,4.44E-04,6.47E-02,6.10E-02,5.99E-02,5.49E-02,2.76E-03,2.64E-03,2.64E-03,2.46E-03,7.66E-03,7.28E-03,7.27E-03,6.74E-03,4.35E-03,4.16E-03,4.14E-03,3.83E-03,6.52E-04,6.24E-04,6.20E-04,5.73E-04,0,7970; 7.44303000000000E+0005; 1.68060000000000E+0002; 1.37230000000000E+0002; 4.53082405428039E-0002; 4.55717336651764E-0002; 4.51151451754774E-0002; 4.45090189708116E-0002; 3.68951720127581E-0003; 3.66083663440523E-0003; 3.45378441368182E-0003; 3.38768107506568E-0003; 1.12534108939295E-0001; 1.13073978433330E-0001; 1.04409993286170E-0001; 1.16172706631475E-0001; 1.99402791457795E-0001; 1.96493017582562E-0001; 1.95490884834260E-0001; 1.88840980992686E-0001; 1.48801069177178E-0001; 1.31900393317625E-0001; 1.50730182386258E-0001; 1.30215448356983E-0001; 4.70499331491262E-0002; 4.61634429003993E-0002; 4.61573080197853E-0002; 4.61573080197853E-0002; 4.45852448624409E-0004; 4.24380366475314E-0004; 4.21926414229703E-0004; 3.90025035036763E-0004; 5.36341937681306E-0004; 4.89716845014701E-0004; 4.93244401367767E-0004; 4.43551868394148E-0004; 6.46872547984076E-0002; 6.10027988736384E-0002; 5.98885511821157E-0002; 5.49249726493219E-0002; 2.75624848786696E-0003; 2.63999250023115E-0003; 2.64275319650746E-0003; 2.45717305793314E-0003; 7.65648437832098E-0003; 7.28486398512630E-0003; 7.27274759591360E-0003; 6.73533205412484E-0003; 4.34794326317625E-0003; 4.16113614847913E-0003; 4.13874383423793E-0003; 3.83322677965939E-0003; 6.52444553301766E-0004; 6.24377474492593E-0004; 6.19776314032073E-0004; 5.72691105319416E-0004;0
7971,8.44E+05,4.25E+02,1.19E+03,8.77E-02,8.91E-02,8.84E-02,8.66E-02,6.14E-02,6.12E-02,6.21E-02,5.70E-02,1.10E+00,1.11E+00,1.02E+00,1.14E+00,5.10E-01,4.97E-01,5.02E-01,4.89E-01,2.18E+00,2.12E+00,1.74E+00,1.84E+00,1.50E-01,1.47E-01,1.47E-01,1.47E-01,1.25E-03,1.14E-03,1.13E-03,1.05E-03,4.06E-03,3.83E-03,3.86E-03,3.47E-03,2.47E-01,2.41E-01,2.36E-01,2.18E-01,1.70E-02,1.75E-02,1.75E-02,1.66E-02,2.75E-02,2.69E-02,2.68E-02,2.50E-02,1.74E-02,1.78E-02,1.77E-02,1.68E-02,2.87E-03,2.61E-03,2.59E-03,2.43E-03,0,7971; 8.43658000000000E+0005; 4.25010000000000E+0002; 1.18945000000000E+0003; 8.76599556112195E-0002; 8.90900455876259E-0002; 8.83762860431521E-0002; 8.65625925959242E-0002; 6.14310852075346E-0002; 6.12421926342483E-0002; 6.21179180886245E-0002; 5.70094293981858E-0002; 1.10283914089233E+0000; 1.10813395126860E+0000; 1.02321970346334E+0000; 1.13849667339611E+0000; 5.09597252781054E-0001; 4.97028183995135E-0001; 5.01564447261199E-0001; 4.89264103869655E-0001; 2.17886812019556E+0000; 2.11840680079945E+0000; 1.74087103031027E+0000; 1.84009023717557E+0000; 1.50065813095226E-0001; 1.47239460608976E-0001; 1.47215916692248E-0001; 1.47215916692248E-0001; 1.24512138924133E-0003; 1.13741473570557E-0003; 1.12956676346301E-0003; 1.05041049170620E-0003; 4.06308466378383E-0003; 3.82751018664091E-0003; 3.85863145587863E-0003; 3.47408081599340E-0003; 2.47012084827249E-0001; 2.40736142610797E-0001; 2.35992719939503E-0001; 2.18124510861599E-0001; 1.69846356512855E-0002; 1.74701274513940E-0002; 1.74798697617640E-0002; 1.66036030679228E-0002; 2.75089017384189E-0002; 2.68987895514934E-0002; 2.68117853074940E-0002; 2.50078341706362E-0002; 1.74138385470336E-0002; 1.77927061725363E-0002; 1.76947418293706E-0002; 1.67504142728051E-0002; 2.87357562957164E-0003; 2.61337475677104E-0003; 2.59280765710090E-0003; 2.42786493014098E-0003;0
7972,1.00E+06,2.72E+03,1.71E+03,4.30E-01,4.34E-01,4.30E-01,4.21E-01,3.02E-01,2.99E-01,3.03E-01,2.78E-01,7.92E-01,7.96E-01,7.35E-01,8.17E-01,2.80E+00,2.73E+00,2.74E+00,2.67E+00,1.17E+00,1.13E+00,9.75E-01,9.77E-01,5.36E-01,5.26E-01,5.26E-01,5.26E-01,5.83E-03,4.54E-03,4.51E-03,4.25E-03,2.20E-02,2.04E-02,2.05E-02,1.90E-02,1.20E+00,1.16E+00,1.14E+00,1.08E+00,5.52E-02,5.50E-02,5.51E-02,5.27E-02,1.32E-01,1.27E-01,1.26E-01,1.21E-01,8.51E-02,8.19E-02,8.15E-02,7.87E-02,1.43E-02,9.58E-03,9.50E-03,9.00E-03,0,7972; 1.00000000000000E+0006; 2.71615000000000E+0003; 1.70982000000000E+0003; 4.29834474885845E-0001; 4.33546803652968E-0001; 4.29771118721461E-0001; 4.21223515981735E-0001; 3.02449543378995E-0001; 2.99475000000000E-0001; 3.03396575342466E-0001; 2.77614840182648E-0001; 7.91757876712329E-0001; 7.95556849315069E-0001; 7.34596917808219E-0001; 8.17356164383562E-0001; 2.80115228310502E+0000; 2.72623082191781E+0000; 2.74062454337900E+0000; 2.67118869863014E+0000; 1.16506563926941E+0000; 1.13457968036530E+0000; 9.74737442922374E-0001; 9.77153196347032E-0001; 5.36227397260274E-0001; 5.26127168949772E-0001; 5.26041894977169E-0001; 5.26041894977169E-0001; 5.83070776255708E-0003; 4.54166666666667E-0003; 4.50936073059361E-0003; 4.25079908675799E-0003; 2.19513698630137E-0002; 2.03638127853881E-0002; 2.05315068493151E-0002; 1.90383561643836E-0002; 1.20046175799087E+0000; 1.15896255707763E+0000; 1.13601940639269E+0000; 1.07918413242009E+0000; 5.52039954337900E-0002; 5.50189497716895E-0002; 5.50505707762557E-0002; 5.26655251141553E-0002; 1.32133105022831E-0001; 1.26843036529680E-0001; 1.26416324200913E-0001; 1.21451712328767E-0001; 8.51430365296804E-0002; 8.19152968036530E-0002; 8.14649543378995E-0002; 7.87358447488584E-0002; 1.42990867579908E-0002; 9.57922374429224E-0003; 9.50331050228310E-0003; 8.99760273972603E-0003;0
7973,9.82E+05,4.19E+03,2.50E+03,6.70E-01,6.71E-01,6.65E-01,6.52E-01,3.44E-01,3.38E-01,3.42E-01,3.12E-01,1.25E+00,1.26E+00,1.16E+00,1.30E+00,4.67E+00,4.54E+00,4.54E+00,4.42E+00,1.36E+00,1.32E+00,1.21E+00,1.13E+00,8.42E-01,8.26E-01,8.26E-01,8.26E-01,4.84E-03,4.43E-03,4.40E-03,4.37E-03,1.19E-02,1.15E-02,1.16E-02,1.13E-02,8.12E-01,8.02E-01,7.88E-01,7.67E-01,3.72E-02,3.65E-02,3.65E-02,3.64E-02,9.65E-02,9.76E-02,9.75E-02,9.56E-02,4.18E-02,4.13E-02,4.11E-02,4.00E-02,5.79E-03,5.18E-03,5.14E-03,5.06E-03,0,7973; 9.82118000000000E+0005; 4.18578000000000E+0003; 2.49584000000000E+0003; 6.70308139650955E-0001; 6.71431190075171E-0001; 6.65117721860297E-0001; 6.52479045822512E-0001; 3.43899845344961E-0001; 3.38265647123785E-0001; 3.42168427510236E-0001; 3.12281477657443E-0001; 1.25470036470708E+0000; 1.26072069142228E+0000; 1.16411847896970E+0000; 1.29526524358813E+0000; 4.66938701978366E+0000; 4.53682569051375E+0000; 4.54032990539568E+0000; 4.41964289907003E+0000; 1.35536529517638E+0000; 1.32182604865316E+0000; 1.20841202009029E+0000; 1.12608528724347E+0000; 8.42058605220563E-0001; 8.26197116192485E-0001; 8.26063912323084E-0001; 8.26063912323084E-0001; 4.84125162688883E-0003; 4.43152768305115E-0003; 4.40177184486039E-0003; 4.37375951281361E-0003; 1.18765313853748E-0002; 1.15131847049672E-0002; 1.15982678047940E-0002; 1.12750217656982E-0002; 8.11631517164362E-0001; 8.02367920320114E-0001; 7.87645986907747E-0001; 7.66508764521698E-0001; 3.72310626662509E-0002; 3.64662446377539E-0002; 3.65044855391787E-0002; 3.63931336134492E-0002; 9.65314261031287E-0002; 9.76466888665677E-0002; 9.74890759111510E-0002; 9.56350314776319E-0002; 4.18275260305235E-0002; 4.12855280872284E-0002; 4.10711930652606E-0002; 3.99606958852818E-0002; 5.78588325570268E-0003; 5.17984052005171E-0003; 5.14008857996874E-0003; 5.06174703723211E-0003;0
7974,7.26E+05,1.45E+03,6.90E+02,3.37E-01,3.40E-01,3.38E-01,3.32E-01,1.70E-01,1.68E-01,1.70E-01,1.56E-01,3.04E-01,3.04E-01,2.82E-01,3.11E-01,2.60E+00,2.53E+00,2.55E+00,2.48E+00,5.86E-01,5.73E-01,4.78E-01,4.92E-01,3.42E-01,3.36E-01,3.36E-01,3.36E-01,2.65E-03,2.52E-03,2.50E-03,2.33E-03,3.72E-03,3.44E-03,3.47E-03,3.15E-03,3.97E-01,3.77E-01,3.70E-01,3.42E-01,1.66E-02,1.59E-02,1.60E-02,1.49E-02,4.70E-02,4.50E-02,4.49E-02,4.19E-02,2.61E-02,2.50E-02,2.49E-02,2.32E-02,3.78E-03,3.62E-03,3.59E-03,3.34E-03,0,7974; 7.26464000000000E+0005; 1.45109000000000E+0003; 6.90090000000000E+0002; 3.36941873998590E-0001; 3.40286875032433E-0001; 3.38107525225585E-0001; 3.32145073060970E-0001; 1.70100853061847E-0001; 1.68269564385734E-0001; 1.70241963172637E-0001; 1.55526912822035E-0001; 3.03879837895722E-0001; 3.03749884597700E-0001; 2.81811662239643E-0001; 3.10608338824371E-0001; 2.60164601267203E+0000; 2.53408224020453E+0000; 2.54661228377280E+0000; 2.48209149270336E+0000; 5.86229384221373E-0001; 5.72636143537733E-0001; 4.78075712658229E-0001; 4.92213437232614E-0001; 3.42348842597900E-0001; 3.36227837981406E-0001; 3.35533287102015E-0001; 3.35533287102015E-0001; 2.64840735774894E-0003; 2.51986830359926E-0003; 2.50336879175854E-0003; 2.33161673040695E-0003; 3.71820427786018E-0003; 3.43959823506387E-0003; 3.46615459221705E-0003; 3.15486380215530E-0003; 3.97011725326234E-0001; 3.76922391123587E-0001; 3.70013024117522E-0001; 3.41688704986063E-0001; 1.66007088466850E-0002; 1.59466996249601E-0002; 1.59628848603848E-0002; 1.49413293701317E-0002; 4.69928096573070E-0002; 4.50186823501158E-0002; 4.49408989371524E-0002; 4.19350021561876E-0002; 2.61009706263685E-0002; 2.49862321787673E-0002; 2.48528218401694E-0002; 2.32465550779224E-0002; 3.78483087805512E-0003; 3.61936434502381E-0003; 3.59202229683061E-0003; 3.34012974939548E-0003;0
7975,9.27E+05,1.19E+03,4.50E+02,1.91E-01,1.89E-01,1.90E-01,1.88E-01,1.28E-01,1.25E-01,1.23E-01,1.13E-01,7.32E-02,6.87E-02,6.75E-02,6.60E-02,1.54E+00,1.50E+00,1.48E+00,1.44E+00,1.47E-01,1.43E-01,1.33E-01,1.13E-01,5.39E-02,5.44E-02,5.13E-02,5.13E-02,5.72E-04,5.44E-04,5.41E-04,5.00E-04,6.87E-04,6.27E-04,6.32E-04,5.68E-04,8.29E-02,7.82E-02,7.67E-02,7.04E-02,3.53E-03,3.38E-03,3.39E-03,3.15E-03,9.81E-03,9.33E-03,9.32E-03,8.63E-03,5.57E-03,5.33E-03,5.30E-03,4.91E-03,8.36E-04,8.00E-04,7.94E-04,7.34E-04,0,7975; 9.26708000000000E+0005; 1.19217000000000E+0003; 4.50300000000000E+0002; 1.91425136590438E-0001; 1.88954935349981E-0001; 1.89594504733139E-0001; 1.87908860002953E-0001; 1.28331345937994E-0001; 1.24823815387913E-0001; 1.22930729432527E-0001; 1.12970101481429E-0001; 7.32166514382142E-0002; 6.86674801516195E-0002; 6.75324662270411E-0002; 6.60303650987244E-0002; 1.53946912745372E+0000; 1.50409337709052E+0000; 1.47678036456164E+0000; 1.44173634770169E+0000; 1.46850525815711E-0001; 1.42896700990749E-0001; 1.32533016217292E-0001; 1.13217331017638E-0001; 5.38552651135320E-0002; 5.44402641506303E-0002; 5.12947702756453E-0002; 5.12947702756453E-0002; 5.71818389178778E-0004; 5.44102073460289E-0004; 5.40529748323239E-0004; 5.00002335561538E-0004; 6.87364629818522E-0004; 6.27497387866586E-0004; 6.32178365632376E-0004; 5.68122880416313E-0004; 8.28818850555656E-0002; 7.81605030606401E-0002; 7.67334207602014E-0002; 7.03736965472497E-0002; 3.53167454066255E-0003; 3.38274553753520E-0003; 3.38631786267225E-0003; 3.14808073111867E-0003; 9.81022074446546E-0003; 9.33386966498370E-0003; 9.31810216093052E-0003; 8.62962887848326E-0003; 5.57048672491459E-0003; 5.33114094073226E-0003; 5.30256233963586E-0003; 4.91108477806538E-0003; 8.35924082069622E-0004; 8.00324014324541E-0004; 7.94411200304597E-0004; 7.33681672974752E-0004;0
7976,1.00E+06,2.95E+03,1.43E+03,4.56E-01,4.57E-01,4.58E-01,4.47E-01,3.12E-01,3.01E-01,2.96E-01,2.73E-01,3.70E-01,3.47E-01,3.41E-01,3.34E-01,3.31E+00,3.25E+00,3.21E+00,3.15E+00,6.03E-01,5.46E-01,5.14E-01,4.80E-01,1.28E-01,1.29E-01,1.21E-01,1.21E-01,3.95E-03,3.37E-03,3.35E-03,3.13E-03,1.18E-02,1.05E-02,1.06E-02,9.72E-03,7.63E-01,7.09E-01,6.96E-01,6.50E-01,6.15E-02,5.70E-02,5.70E-02,5.45E-02,9.02E-02,8.45E-02,8.43E-02,8.00E-02,5.23E-02,5.39E-02,5.36E-02,5.13E-02,9.25E-03,8.42E-03,8.36E-03,7.86E-03,0,7976; 9.99996000000000E+0005; 2.94792000000000E+0003; 1.42821000000000E+0003; 4.55635840808203E-0001; 4.56564497490867E-0001; 4.57710620796821E-0001; 4.47304985566974E-0001; 3.11856498567547E-0001; 3.01163076798426E-0001; 2.95955750033046E-0001; 2.73140818590672E-0001; 3.70206617812773E-0001; 3.47210635417884E-0001; 3.41469744874413E-0001; 3.33873709924063E-0001; 3.31148972997718E+0000; 3.24588946757614E+0000; 3.21348442928018E+0000; 3.15488019942947E+0000; 6.03258463262164E-0001; 5.46319080253490E-0001; 5.13999544582653E-0001; 4.79677375330506E-0001; 1.27556560454552E-0001; 1.28943095681059E-0001; 1.21493636659478E-0001; 1.21493636659478E-0001; 3.95001580006320E-0003; 3.36816415758814E-0003; 3.34578963886632E-0003; 3.12786639274411E-0003; 1.18469651960799E-0002; 1.05226448303053E-0002; 1.06036953828180E-0002; 9.72389734307796E-0003; 7.63417208919977E-0001; 7.08889479393534E-0001; 6.95593764110216E-0001; 6.49871777569302E-0001; 6.14566385206180E-0002; 5.69518259808199E-0002; 5.70009129351586E-0002; 5.45361770488178E-0002; 9.01580090338626E-0002; 8.44504519570590E-0002; 8.42689443817136E-0002; 7.99996350670334E-0002; 5.23142503528918E-0002; 5.39006722236935E-0002; 5.36190500926387E-0002; 5.12874197615512E-0002; 9.25015115585577E-0003; 8.42423461018045E-0003; 8.35905170104699E-0003; 7.85516840697500E-0003;0
7977,1.00E+06,2.99E+03,1.44E+03,4.11E-01,4.14E-01,4.17E-01,4.10E-01,3.03E-01,2.90E-01,2.88E-01,2.63E-01,3.53E-01,3.31E-01,3.26E-01,3.18E-01,3.25E+00,3.16E+00,3.16E+00,3.08E+00,5.98E-01,5.47E-01,5.13E-01,4.90E-01,1.29E-01,1.30E-01,1.23E-01,1.23E-01,7.95E-03,6.33E-03,6.29E-03,6.16E-03,2.41E-02,2.13E-02,2.14E-02,1.99E-02,1.56E+00,1.44E+00,1.41E+00,1.35E+00,1.15E-01,1.04E-01,1.04E-01,1.01E-01,1.82E-01,1.71E-01,1.70E-01,1.65E-01,1.02E-01,1.19E-01,1.19E-01,1.12E-01,1.83E-02,1.71E-02,1.70E-02,1.62E-02,0,7977; 1.00000700000000E+0006; 2.98569000000000E+0003; 1.44068000000000E+0003; 4.10654659663958E-0001; 4.13731122146985E-0001; 4.16629047066990E-0001; 4.10182631004688E-0001; 3.02526763591194E-0001; 2.90388264085804E-0001; 2.87849012454173E-0001; 2.62571107207729E-0001; 3.52899584497429E-0001; 3.30978733377177E-0001; 3.25506625563210E-0001; 3.18265808669020E-0001; 3.24966538019622E+0000; 3.16491083649172E+0000; 3.16317877099061E+0000; 3.08122728985646E+0000; 5.97570017923117E-0001; 5.46605534491852E-0001; 5.12829401061772E-0001; 4.89943602358254E-0001; 1.28736541766582E-0001; 1.30136417812199E-0001; 1.22617064054980E-0001; 1.22617064054980E-0001; 7.94697633463598E-0003; 6.32849451332379E-0003; 6.28557243934909E-0003; 6.15806191639764E-0003; 2.40517722768635E-0002; 2.12516777222742E-0002; 2.14183432222824E-0002; 1.99153857064553E-0002; 1.56171680770837E+0000; 1.44187689316312E+0000; 1.41462628483062E+0000; 1.34980995772299E+0000; 1.14858556720696E-0001; 1.04304521009905E-0001; 1.04391963320183E-0001; 1.01302943847429E-0001; 1.81747814523289E-0001; 1.70744010271380E-0001; 1.70343099835744E-0001; 1.64545537678953E-0001; 1.02233987558434E-0001; 1.19403045457220E-0001; 1.18777364905477E-0001; 1.11641570107182E-0001; 1.83193923121990E-0002; 1.71348115631684E-0002; 1.70009083909015E-0002; 1.61600466970247E-0002;0
