Gridkm2Code,Area,Residents,Daytime,ElDom05,ElDom06,ElDom07,ElDom08,ElEc705,ElEc706,ElEc707,ElEc708,ElInd05,ElInd06,ElInd07,ElInd08,GasDom05,GasDom06,GasDom07,GasDom08,GasInd05,GasInd06,GasInd07,GasInd08,Other05,Other06,Other07,Other08,Motorcy05,Motorcy06,Motorcy07,Motorcy08,Taxi05,Taxi06,Taxi07,Taxi08,Cars05,Cars06,Cars07,Cars08,Bus05,Bus06,Bus07,Bus08,LGV05,LGV06,LGV07,LGV08,HGVRig05,HGVRig06,HGVRig07,HGVRig,HGVArt05,HGVArt06,HGVArt07,HGVArt08,dummy,Gridkm2Code;Area;Residents;Daytime;ElDom05;ElDom06;ElDom07;ElDom08;ElEc705;ElEc706;ElEc707;ElEc708;ElInd05;ElInd06;ElInd07;ElInd08;GasDom05;GasDom06;GasDom07;GasDom08;GasInd05;GasInd06;GasInd07;GasInd08;Other05;Other06;Other07;Other08;Motorcy05;Motorcy06;Motorcy07;Motorcy08;Taxi05;Taxi06;Taxi07;Taxi08;Cars05;Cars06;Cars07;Cars08;Bus05;Bus06;Bus07;Bus08;LGV05;LGV06;LGV07;LGV08;HGVRig05;HGVRig06;HGVRig07;HGVRig;HGVArt05;HGVArt06;HGVArt07;HGVArt08;dummy
9542,1.00E+06,1.66E+04,3.25E+04,2.11E+00,2.07E+00,2.05E+00,1.98E+00,5.12E-01,4.96E-01,5.15E-01,4.94E-01,1.86E+01,2.04E+01,1.99E+01,1.88E+01,7.38E+00,7.02E+00,6.91E+00,6.75E+00,1.68E+01,1.72E+01,1.73E+01,1.72E+01,6.99E-01,6.44E-01,6.22E-01,6.22E-01,1.03E-01,1.07E-01,1.07E-01,1.05E-01,5.96E-01,5.91E-01,5.94E-01,5.68E-01,2.05E+00,2.05E+00,2.01E+00,1.94E+00,6.56E-01,6.82E-01,6.84E-01,6.74E-01,4.87E-01,5.23E-01,5.24E-01,5.02E-01,5.02E-01,5.47E-01,5.45E-01,5.65E-01,1.14E-01,1.10E-01,1.09E-01,1.04E-01,0,9542; 9.99999000000000E+0005; 1.65795800000000E+0004; 3.25212900000000E+0004; 2.10823806714218E+0000; 2.07350332921109E+0000; 2.05210890142397E+0000; 1.98098086225940E+0000; 5.12178708525740E-0001; 4.96445016992962E-0001; 5.14879966934761E-0001; 4.93708370420699E-0001; 1.85864668741381E+0001; 2.03994879793967E+0001; 1.99450033924920E+0001; 1.88401445250760E+0001; 7.38239756504597E+0000; 7.02050599310873E+0000; 6.90900873549275E+0000; 6.74678551390880E+0000; 1.67809567352946E+0001; 1.72238809225111E+0001; 1.73134480212106E+0001; 1.71954859169471E+0001; 6.98672388170105E-0001; 6.43513086435461E-0001; 6.21659525769115E-0001; 6.21659525769115E-0001; 1.03267683176359E-0001; 1.07279787645084E-0001; 1.06666430867344E-0001; 1.04660264477616E-0001; 5.96012125692491E-0001; 5.91125476970226E-0001; 5.93522967952192E-0001; 5.67917919516093E-0001; 2.04912008564977E+0000; 2.05151837571929E+0000; 2.01473569053478E+0000; 1.93688549852933E+0000; 6.55912984680108E-0001; 6.81794517410956E-0001; 6.83788240865866E-0001; 6.74280240490286E-0001; 4.87016354596263E-0001; 5.22715705364107E-0001; 5.24241505976666E-0001; 5.01578127148903E-0001; 5.02470707950160E-0001; 5.47002487641757E-0001; 5.44729083541869E-0001; 5.64894058044743E-0001; 1.13592807656734E-0001; 1.10017689926365E-0001; 1.09254789620086E-0001; 1.04114373520766E-0001;0
9543,1.00E+06,1.14E+04,3.45E+04,2.59E+00,2.54E+00,2.58E+00,2.58E+00,4.62E-01,4.48E-01,4.72E-01,4.51E-01,2.33E+01,2.42E+01,2.36E+01,2.46E+01,8.46E+00,8.02E+00,8.00E+00,7.68E+00,1.43E+01,1.80E+01,1.67E+01,1.62E+01,5.87E-01,5.47E-01,5.52E-01,5.52E-01,1.48E-01,1.42E-01,1.42E-01,1.38E-01,5.94E-01,5.43E-01,5.46E-01,5.29E-01,1.89E+00,1.75E+00,1.72E+00,1.65E+00,6.82E-01,6.79E-01,6.80E-01,6.71E-01,5.94E-01,6.03E-01,6.05E-01,5.85E-01,3.81E-01,4.06E-01,4.05E-01,4.03E-01,6.10E-02,6.15E-02,6.10E-02,5.73E-02,0,9543; 1.00000600000000E+0006; 1.13595400000000E+0004; 3.45263100000000E+0004; 2.59411514307170E+0000; 2.54133349629126E+0000; 2.57802562773664E+0000; 2.57574858660437E+0000; 4.61912981946766E-0001; 4.47875623248544E-0001; 4.71777306322463E-0001; 4.51426971803466E-0001; 2.32646743388946E+0001; 2.41664349100663E+0001; 2.35547265940149E+0001; 2.45609543466027E+0001; 8.45632289219963E+0000; 8.01889241175969E+0000; 8.00091786207274E+0000; 7.67610896617725E+0000; 1.43349286023005E+0001; 1.80288720779091E+0001; 1.67198197724056E+0001; 1.62017953691365E+0001; 5.87089171528898E-0001; 5.46816353805074E-0001; 5.52269859896822E-0001; 5.52269859896822E-0001; 1.48241804613099E-0001; 1.42436474148278E-0001; 1.41668442226790E-0001; 1.37632964156553E-0001; 5.94487871428936E-0001; 5.43473337333492E-0001; 5.45828231879924E-0001; 5.28529248915831E-0001; 1.89464399743282E+0000; 1.74576212816696E+0000; 1.71674871777253E+0000; 1.65060025621581E+0000; 6.81855726217241E-0001; 6.78670813819866E-0001; 6.80494318860571E-0001; 6.71376451193348E-0001; 5.93978856218187E-0001; 6.03465443134282E-0001; 6.05177190854663E-0001; 5.85197402057597E-0001; 3.80793491494759E-0001; 4.06442424359152E-0001; 4.04809329134893E-0001; 4.02863678708339E-0001; 6.09901591732002E-0002; 6.14842201357751E-0002; 6.10462090652114E-0002; 5.72857293449847E-0002;0
9544,1.00E+06,1.05E+04,3.50E+04,2.03E+00,2.04E+00,2.04E+00,2.07E+00,7.18E-01,6.81E-01,7.07E-01,7.00E-01,2.32E+01,2.40E+01,2.34E+01,2.45E+01,6.72E+00,6.40E+00,6.48E+00,6.18E+00,1.57E+01,1.54E+01,1.48E+01,1.42E+01,5.28E-01,4.89E-01,4.96E-01,4.96E-01,1.68E-01,1.61E-01,1.60E-01,1.54E-01,4.56E-01,4.19E-01,4.21E-01,3.98E-01,2.50E+00,2.39E+00,2.35E+00,2.26E+00,5.95E-01,6.21E-01,6.22E-01,6.16E-01,7.55E-01,7.67E-01,7.69E-01,7.56E-01,4.98E-01,5.37E-01,5.35E-01,5.23E-01,8.50E-02,9.09E-02,9.03E-02,8.77E-02,0,9544; 1.00000900000000E+0006; 1.04645000000000E+0004; 3.49535600000000E+0004; 2.03094667581782E+0000; 2.04198504679211E+0000; 2.03939123451999E+0000; 2.07187347642638E+0000; 7.18087943601202E-0001; 6.81088276598205E-0001; 7.07130622125771E-0001; 7.00312989420538E-0001; 2.32444397726448E+0001; 2.39770871742520E+0001; 2.33908482723199E+0001; 2.44624121442268E+0001; 6.71773919788147E+0000; 6.39707404733814E+0000; 6.47905173419649E+0000; 6.18020099919557E+0000; 1.57485987877250E+0001; 1.54385911896655E+0001; 1.48077329404492E+0001; 1.41899508292553E+0001; 5.28139881444263E-0001; 4.89115232666102E-0001; 4.95787547044497E-0001; 4.95787547044497E-0001; 1.68299512701646E-0001; 1.61353684803138E-0001; 1.60466021559231E-0001; 1.54371784169924E-0001; 4.55895212011585E-0001; 4.18912097371032E-0001; 4.20933768673708E-0001; 3.98495386144264E-0001; 2.49576772073892E+0000; 2.38850532993605E+0000; 2.34866196706513E+0000; 2.25817933392024E+0000; 5.94889509008118E-0001; 6.20679573701188E-0001; 6.22096227617970E-0001; 6.15636810866876E-0001; 7.55141491397810E-0001; 7.67414896918896E-0001; 7.69075155949167E-0001; 7.55629500704357E-0001; 4.97712301411205E-0001; 5.37487970827441E-0001; 5.35248949882739E-0001; 5.22874746182079E-0001; 8.49716096847366E-0002; 9.09292044682100E-0002; 9.03046667100544E-0002; 8.77156489153241E-0002;0
9545,1.00E+06,9.15E+03,2.60E+04,1.70E+00,1.73E+00,1.76E+00,1.71E+00,2.74E-01,2.63E-01,2.66E-01,2.62E-01,1.87E+01,2.04E+01,2.01E+01,2.05E+01,7.39E+00,7.18E+00,6.99E+00,6.68E+00,7.57E+00,7.38E+00,6.96E+00,7.13E+00,3.75E-01,3.45E-01,3.49E-01,3.49E-01,1.21E-01,1.24E-01,1.24E-01,1.16E-01,2.55E-01,2.36E-01,2.37E-01,2.36E-01,3.04E+00,2.91E+00,2.86E+00,2.76E+00,6.60E-01,6.95E-01,6.97E-01,6.71E-01,8.01E-01,7.66E-01,7.69E-01,7.55E-01,5.49E-01,5.57E-01,5.55E-01,5.30E-01,9.57E-02,1.10E-01,1.09E-01,9.58E-02,0,9545; 1.00000300000000E+0006; 9.14681999999999E+0003; 2.60049000000000E+0004; 1.70134478181040E+0000; 1.72651479762456E+0000; 1.76333260954555E+0000; 1.71085011859120E+0000; 2.73939360830319E-0001; 2.62989051215495E-0001; 2.66407534110731E-0001; 2.62429349698252E-0001; 1.87423336131818E+0001; 2.03680509963036E+0001; 2.00617990611782E+0001; 2.04715473753122E+0001; 7.38833913635245E+0000; 7.17886773280319E+0000; 6.98785871678915E+0000; 6.67949320352952E+0000; 7.57165045856461E+0000; 7.37700206990703E+0000; 6.96451597859818E+0000; 7.12837530437180E+0000; 3.74594081697207E-0001; 3.45102275195457E-0001; 3.49100779181681E-0001; 3.49100779181681E-0001; 1.20584455598231E-0001; 1.24234444648264E-0001; 1.23545633929308E-0001; 1.15725908530037E-0001; 2.54645354785397E-0001; 2.36278514908748E-0001; 2.37233649029647E-0001; 2.35506599416275E-0001; 3.04052946288650E+0000; 2.90989686391671E+0000; 2.85809838917515E+0000; 2.76071443475167E+0000; 6.60255439325006E-0001; 6.95290608192102E-0001; 6.97329643170888E-0001; 6.70838969218252E-0001; 8.01051478124104E-0001; 7.66185486831667E-0001; 7.68552374708173E-0001; 7.54719197029624E-0001; 5.48863878522520E-0001; 5.56541937680123E-0001; 5.54594340783188E-0001; 5.29923638539587E-0001; 9.57412652876197E-0002; 1.09941222687747E-0001; 1.09179124517421E-0001; 9.58231143571409E-0002;0
9546,1.00E+06,1.37E+04,9.14E+03,1.91E+00,1.86E+00,1.88E+00,1.82E+00,5.69E-01,5.41E-01,5.85E-01,5.62E-01,6.74E+00,8.22E+00,8.22E+00,8.46E+00,7.29E+00,7.02E+00,6.83E+00,6.42E+00,2.76E+00,2.79E+00,3.08E+00,2.97E+00,4.20E-01,3.83E-01,3.88E-01,3.88E-01,3.29E-02,3.65E-02,3.63E-02,2.20E-02,1.12E-01,1.11E-01,1.12E-01,1.02E-01,1.33E+00,1.30E+00,1.28E+00,1.17E+00,2.76E-01,3.34E-01,3.35E-01,2.80E-01,3.14E-01,2.97E-01,2.98E-01,2.65E-01,1.80E-01,1.99E-01,1.98E-01,1.56E-01,2.68E-02,3.76E-02,3.73E-02,1.77E-02,0,9546; 9.99998000000000E+0005; 1.36828100000000E+0004; 9.13983000000000E+0003; 1.90634525104667E+0000; 1.86202061901841E+0000; 1.87698731561847E+0000; 1.81677943264562E+0000; 5.68976937040632E-0001; 5.40716378236409E-0001; 5.84625940941380E-0001; 5.61948384170741E-0001; 6.73564954435845E+0000; 8.22075753740549E+0000; 8.21733332964383E+0000; 8.46109192218384E+0000; 7.28635110238257E+0000; 7.01944212107602E+0000; 6.82739128035334E+0000; 6.41741705857841E+0000; 2.76323292372612E+0000; 2.79241060765227E+0000; 3.07703606274792E+0000; 2.96639063597762E+0000; 4.19904264466063E-0001; 3.83426337628931E-0001; 3.87807853241277E-0001; 3.87807853241277E-0001; 3.29459563028715E-0002; 3.64702784200089E-0002; 3.62701638645286E-0002; 2.20248157391292E-0002; 1.12096571225105E-0001; 1.11166660689485E-0001; 1.11619058854556E-0001; 1.02493926449040E-0001; 1.32536360963133E+0000; 1.30356619160727E+0000; 1.28156523436335E+0000; 1.16877448366769E+0000; 2.76330461336722E-0001; 3.34071444398597E-0001; 3.34991765873943E-0001; 2.79986062255230E-0001; 3.14395035182764E-0001; 2.97084954900503E-0001; 2.97747741614205E-0001; 2.64615940190784E-0001; 1.79930839313733E-0001; 1.98739324419288E-0001; 1.98008044417915E-0001; 1.56303394798570E-0001; 2.67563320514769E-0002; 3.75904861398764E-0002; 3.73239330953548E-0002; 1.77335971110298E-0002;0
9547,1.00E+06,1.53E+04,1.07E+04,1.76E+00,1.72E+00,1.87E+00,1.75E+00,3.27E-01,3.16E-01,3.25E-01,3.36E-01,7.80E+00,9.52E+00,9.52E+00,9.80E+00,7.76E+00,7.50E+00,7.32E+00,7.05E+00,4.21E+00,4.32E+00,3.99E+00,3.77E+00,4.70E-01,4.29E-01,4.34E-01,4.34E-01,3.57E-02,3.42E-02,3.40E-02,3.22E-02,7.34E-02,6.83E-02,6.87E-02,6.47E-02,1.43E+00,1.35E+00,1.33E+00,1.25E+00,2.15E-01,2.42E-01,2.43E-01,2.35E-01,2.82E-01,2.79E-01,2.79E-01,2.67E-01,2.05E-01,2.24E-01,2.23E-01,2.12E-01,3.57E-02,4.30E-02,4.27E-02,4.08E-02,0,9547; 9.99997000000000E+0005; 1.52599500000000E+0004; 1.06646899999999E+0004; 1.76253234239155E+0000; 1.71514167510539E+0000; 1.87134967797597E+0000; 1.74920033892522E+0000; 3.26645272173259E-0001; 3.15955742387775E-0001; 3.25499150013432E-0001; 3.36427150833964E-0001; 7.80232808734956E+0000; 9.52261909297143E+0000; 9.51865481167220E+0000; 9.80101342130510E+0000; 7.75521938437961E+0000; 7.49917409569580E+0000; 7.31570333980408E+0000; 7.05101944072956E+0000; 4.20687437861400E+0000; 4.31908841388625E+0000; 3.98894107641227E+0000; 3.77437593499995E+0000; 4.69590335711646E-0001; 4.28796035246553E-0001; 4.33694109301506E-0001; 4.33694109301506E-0001; 3.57021619010063E-0002; 3.41666550113806E-0002; 3.39704215459678E-0002; 3.22148226718653E-0002; 7.33708822131033E-0002; 6.82859354514137E-0002; 6.86652744889742E-0002; 6.47339841562904E-0002; 1.42674971403910E+0000; 1.35406878823376E+0000; 1.33101871908355E+0000; 1.25393481203275E+0000; 2.14876557871683E-0001; 2.42379037639396E-0001; 2.42901185324561E-0001; 2.35197737556683E-0001; 2.82063631579023E-0001; 2.78860197311186E-0001; 2.79188394642809E-0001; 2.67228655567245E-0001; 2.05416483829360E-0001; 2.24059462132724E-0001; 2.23090395298583E-0001; 2.12446870217323E-0001; 3.57087829254355E-0002; 4.29678229673958E-0002; 4.26758129589457E-0002; 4.08472686605274E-0002;0
9548,1.00E+06,9.74E+03,7.79E+03,1.41E+00,1.39E+00,1.43E+00,1.43E+00,2.97E-01,2.72E-01,3.14E-01,3.32E-01,6.67E+00,8.14E+00,8.13E+00,8.38E+00,5.95E+00,5.76E+00,5.73E+00,5.59E+00,4.37E+00,3.99E+00,3.79E+00,3.89E+00,3.07E-01,2.81E-01,2.84E-01,2.84E-01,4.13E-02,4.14E-02,4.12E-02,4.08E-02,1.10E-01,1.04E-01,1.05E-01,1.02E-01,1.91E+00,1.86E+00,1.82E+00,1.78E+00,2.77E-01,3.15E-01,3.15E-01,3.14E-01,3.61E-01,3.83E-01,3.83E-01,3.80E-01,2.72E-01,2.77E-01,2.76E-01,2.73E-01,4.26E-02,5.25E-02,5.21E-02,5.16E-02,0,9548; 1.00000300000000E+0006; 9.74125000000000E+0003; 7.78753000000000E+0003; 1.41287156047208E+0000; 1.39247516047406E+0000; 1.43474934871999E+0000; 1.42590588209971E+0000; 2.96902876414658E-0001; 2.72018476182014E-0001; 3.13874743307277E-0001; 3.31776173621251E-0001; 6.66755785120773E+0000; 8.13764122634573E+0000; 8.13425904471145E+0000; 8.37554896011111E+0000; 5.94865875219726E+0000; 5.75588512960489E+0000; 5.72865941219528E+0000; 5.58715675451147E+0000; 4.36819191825530E+0000; 3.98762045722995E+0000; 3.78874377075499E+0000; 3.89094140936755E+0000; 3.07207411711098E-0001; 2.80518336527182E-0001; 2.83724262982462E-0001; 2.83724262982462E-0001; 4.12972505374721E-0002; 4.14390309340487E-0002; 4.11922280214895E-0002; 4.07872064055041E-0002; 1.10066450622565E-0001; 1.04431992640095E-0001; 1.05108360474005E-0001; 1.02343300276035E-0001; 1.90678149426739E+0000; 1.85586840499752E+0000; 1.82317352591321E+0000; 1.78440651892656E+0000; 2.77150195946672E-0001; 3.14543348607397E-0001; 3.15070972595301E-0001; 3.14206020852257E-0001; 3.61198117318890E-0001; 3.82665861134837E-0001; 3.82718258237919E-0001; 3.80204681303764E-0001; 2.71604778792970E-0001; 2.77035013643817E-0001; 2.75752825709559E-0001; 2.73331942561250E-0001; 4.26024977632830E-0002; 5.24867146859747E-0002; 5.21158253876837E-0002; 5.16318085748939E-0002;0
9549,1.00E+06,1.21E+04,7.72E+03,1.55E+00,1.55E+00,1.55E+00,1.58E+00,3.06E-01,3.22E-01,3.46E-01,3.62E-01,5.02E+00,6.12E+00,6.12E+00,6.30E+00,5.31E+00,5.33E+00,5.34E+00,5.17E+00,2.29E+00,2.13E+00,2.03E+00,2.09E+00,3.66E-01,3.34E-01,3.38E-01,3.38E-01,2.82E-02,2.82E-02,2.80E-02,2.83E-02,7.75E-02,6.98E-02,7.03E-02,6.82E-02,1.40E+00,1.31E+00,1.29E+00,1.26E+00,1.32E-01,1.43E-01,1.43E-01,1.47E-01,2.55E-01,2.69E-01,2.69E-01,2.72E-01,2.26E-01,2.14E-01,2.13E-01,2.16E-01,5.33E-02,6.12E-02,6.08E-02,6.86E-02,0,9549; 1.00000400000000E+0006; 1.20670799999999E+0004; 7.72153000000000E+0003; 1.54966229450151E+0000; 1.54709974767407E+0000; 1.54533936658774E+0000; 1.57678319058413E+0000; 3.06238386918598E-0001; 3.21732617179120E-0001; 3.46054437700057E-0001; 3.61555174783867E-0001; 5.01633678396793E+0000; 6.12236261100618E+0000; 6.11981558923079E+0000; 6.30135002291041E+0000; 5.31191060167266E+0000; 5.32917856913047E+0000; 5.34449026587455E+0000; 5.17015169382245E+0000; 2.29373443236821E+0000; 2.13344397763961E+0000; 2.02878263829410E+0000; 2.08770374964162E+0000; 3.66240886634627E-0001; 3.34423890614940E-0001; 3.38244651587604E-0001; 3.38244651587604E-0001; 2.81538828182587E-0002; 2.81799101114098E-0002; 2.80028560251056E-0002; 2.82947498346993E-0002; 7.75042561930209E-0002; 6.98265471778296E-0002; 7.03299698216732E-0002; 6.81606862613645E-0002; 1.40040512897309E+0000; 1.31188550588263E+0000; 1.28803674283020E+0000; 1.25857807071055E+0000; 1.32279037093897E-0001; 1.42514726744746E-0001; 1.42691324211872E-0001; 1.46996558132489E-0001; 2.55063591617780E-0001; 2.69382826578283E-0001; 2.69099836842662E-0001; 2.71554735698865E-0001; 2.26460053063897E-0001; 2.13845491649997E-0001; 2.12752231182856E-0001; 2.16275048141817E-0001; 5.32991018720857E-0002; 6.12284080544043E-0002; 6.07651678982325E-0002; 6.85799768216452E-0002;0
9550,1.00E+06,1.70E+03,3.09E+03,2.46E-01,2.52E-01,2.44E-01,2.53E-01,8.49E-02,1.05E-01,1.14E-01,1.13E-01,3.30E+00,4.04E+00,4.03E+00,4.11E+00,9.08E-01,8.89E-01,8.81E-01,8.54E-01,1.91E+00,1.88E+00,1.70E+00,1.63E+00,9.48E-02,8.97E-02,9.04E-02,9.04E-02,2.91E-02,2.96E-02,2.94E-02,2.92E-02,1.30E-01,1.18E-01,1.19E-01,1.05E-01,2.05E+00,1.94E+00,1.91E+00,1.72E+00,1.22E-01,1.20E-01,1.20E-01,1.20E-01,4.77E-01,4.49E-01,4.48E-01,4.40E-01,5.65E-01,6.13E-01,6.09E-01,6.22E-01,2.42E-01,2.71E-01,2.69E-01,3.31E-01,0,9550; 1.00000200000000E+0006; 1.70004000000000E+0003; 3.08831000000000E+0003; 2.45711609033403E-0001; 2.51599040180915E-0001; 2.43601339281340E-0001; 2.53480314957178E-0001; 8.48626156628965E-0002; 1.05197848965032E-0001; 1.14307419786986E-0001; 1.12556281736751E-0001; 3.29841577759767E+0000; 4.04423061016892E+0000; 4.02728281301428E+0000; 4.11159371745183E+0000; 9.07506518320297E-0001; 8.88737377776386E-0001; 8.81041502757177E-0001; 8.53709365640629E-0001; 1.91113304988002E+0000; 1.87808585570043E+0000; 1.69912411316730E+0000; 1.63224079944534E+0000; 9.48225272499227E-0002; 8.97047292663406E-0002; 9.03678557939688E-0002; 9.03678557939688E-0002; 2.90503985202075E-0002; 2.95644385880178E-0002; 2.93718590645011E-0002; 2.91711745343633E-0002; 1.30222684760110E-0001; 1.18068599479239E-0001; 1.18968711834265E-0001; 1.04687005237861E-0001; 2.05096427706688E+0000; 1.94358800780115E+0000; 1.90703077497955E+0000; 1.72263970540552E+0000; 1.21780806666697E-0001; 1.19818367669200E-0001; 1.19939486148425E-0001; 1.19663230993172E-0001; 4.77121077721315E-0001; 4.49025471812070E-0001; 4.48123647131701E-0001; 4.39991814080299E-0001; 5.65391106660709E-0001; 6.12579710913637E-0001; 6.09335082699698E-0001; 6.21564738605683E-0001; 2.41831822272429E-0001; 2.71334274683049E-0001; 2.69229370217059E-0001; 3.30929703437397E-0001;0
9551,1.00E+06,6.03E+03,3.32E+03,9.52E-01,9.49E-01,9.28E-01,9.39E-01,2.47E-01,2.13E-01,2.37E-01,2.28E-01,1.58E+00,1.94E+00,1.93E+00,1.95E+00,4.28E+00,4.12E+00,4.06E+00,3.79E+00,9.28E-01,9.68E-01,8.94E-01,8.15E-01,4.15E-01,4.04E-01,4.06E-01,4.06E-01,1.09E-02,9.50E-03,9.44E-03,8.89E-03,4.44E-02,4.08E-02,4.11E-02,3.87E-02,8.90E-01,8.47E-01,8.32E-01,7.88E-01,6.87E-02,7.45E-02,7.46E-02,7.20E-02,1.62E-01,1.64E-01,1.64E-01,1.57E-01,1.02E-01,1.23E-01,1.22E-01,1.19E-01,9.22E-03,9.49E-03,9.42E-03,8.72E-03,0,9551; 1.00000400000000E+0006; 6.02876000000000E+0003; 3.31614000000000E+0003; 9.52410459764554E-0001; 9.48994263383677E-0001; 9.27999141884711E-0001; 9.39035284954751E-0001; 2.46916021468334E-0001; 2.12979741688339E-0001; 2.37359666999688E-0001; 2.27532651513230E-0001; 1.57578308042932E+0000; 1.94006564156392E+0000; 1.92540668193492E+0000; 1.95061674091203E+0000; 4.27534465661224E+0000; 4.12074847134401E+0000; 4.05867303471425E+0000; 3.79482466088401E+0000; 9.28480875117595E-0001; 9.68451149026454E-0001; 8.94024962712935E-0001; 8.14964091741807E-0001; 4.14963979413489E-0001; 4.03946671884545E-0001; 4.05658423028408E-0001; 4.05658423028408E-0001; 1.08770112864754E-0002; 9.50338664398767E-0003; 9.44322706727438E-0003; 8.89037539740252E-0003; 4.43672882842715E-0002; 4.07799738664059E-0002; 4.10752923198353E-0002; 3.86981328787014E-0002; 8.90466529458083E-0001; 8.47169214062870E-0001; 8.31826695524268E-0001; 7.88420133990697E-0001; 6.86991544271266E-0002; 7.45157978272196E-0002; 7.46002723751662E-0002; 7.20287073189607E-0002; 1.61605632116284E-0001; 1.64086329956050E-0001; 1.63880965480704E-0001; 1.57424941076491E-0001; 1.01844341481081E-0001; 1.22988320832104E-0001; 1.22357958056752E-0001; 1.19355458651224E-0001; 9.22165261110645E-0003; 9.48843236590524E-0003; 9.41914040563016E-0003; 8.72154045630393E-0003;0
9552,1.00E+06,1.01E+04,6.12E+03,1.68E+00,1.68E+00,1.68E+00,1.64E+00,1.52E-01,1.35E-01,1.43E-01,1.50E-01,3.01E+00,3.70E+00,3.68E+00,3.72E+00,7.42E+00,7.12E+00,7.08E+00,6.73E+00,1.70E+00,2.11E+00,1.84E+00,1.61E+00,6.98E-01,6.80E-01,6.83E-01,6.83E-01,1.55E-02,1.49E-02,1.48E-02,1.45E-02,7.96E-02,7.66E-02,7.71E-02,7.59E-02,1.46E+00,1.43E+00,1.40E+00,1.38E+00,3.46E-01,3.52E-01,3.52E-01,3.57E-01,2.11E-01,2.08E-01,2.08E-01,2.06E-01,1.29E-01,1.29E-01,1.28E-01,1.28E-01,1.65E-02,1.61E-02,1.59E-02,1.59E-02,0,9552; 1.00000200000000E+0006; 1.00729900000000E+0004; 6.11706000000000E+0003; 1.68471489541039E+0000; 1.67937666407772E+0000; 1.68427768167295E+0000; 1.64264751379173E+0000; 1.52470243004719E-0001; 1.35063885123371E-0001; 1.42510103107648E-0001; 1.50148672305395E-0001; 3.00834044450633E+0000; 3.70378893945408E+0000; 3.67580509131219E+0000; 3.72394346535508E+0000; 7.41973390482443E+0000; 7.11796259055884E+0000; 7.08337053645527E+0000; 6.72813802774221E+0000; 1.69712868336820E+0000; 2.11363150333060E+0000; 1.83695819822972E+0000; 1.60992360663681E+0000; 6.98444950142063E-0001; 6.79901722388336E-0001; 6.82782766854558E-0001; 6.82782766854558E-0001; 1.54814758863633E-0002; 1.48973446345344E-0002; 1.48067055464062E-0002; 1.44532815957199E-0002; 7.96327174468939E-0002; 7.66354631674298E-0002; 7.71049827763358E-0002; 7.59125194078379E-0002; 1.46022995625242E+0000; 1.42941255213380E+0000; 1.40444273905973E+0000; 1.37860032499113E+0000; 3.45564605674442E-0001; 3.51692789765105E-0001; 3.52327149226980E-0001; 3.57057619218095E-0001; 2.10585423578011E-0001; 2.07500726551058E-0001; 2.07557347442383E-0001; 2.05836688783243E-0001; 1.29020061594580E-0001; 1.29087184748005E-0001; 1.28489697358505E-0001; 1.28186729927910E-0001; 1.64952866441299E-0002; 1.60641231228953E-0002; 1.59485982397898E-0002; 1.59102421521184E-0002;0
9553,1.00E+06,8.18E+03,5.06E+03,1.36E+00,1.36E+00,1.37E+00,1.32E+00,2.10E-01,1.89E-01,1.90E-01,1.85E-01,3.46E+00,4.27E+00,4.23E+00,4.29E+00,6.33E+00,6.12E+00,6.03E+00,5.80E+00,2.04E+00,2.04E+00,1.95E+00,1.70E+00,5.81E-01,5.65E-01,5.68E-01,5.68E-01,2.00E-02,1.95E-02,1.93E-02,1.62E-02,8.17E-02,9.03E-02,9.10E-02,8.90E-02,1.36E+00,1.51E+00,1.48E+00,1.47E+00,1.55E-01,1.75E-01,1.76E-01,1.89E-01,2.53E-01,2.93E-01,2.92E-01,2.84E-01,2.17E-01,2.75E-01,2.74E-01,3.41E-01,7.79E-02,1.07E-01,1.06E-01,1.38E-01,0,9553; 9.99998000000000E+0005; 8.17641000000000E+0003; 5.06381000000000E+0003; 1.36484542375477E+0000; 1.36273434647326E+0000; 1.37138345052946E+0000; 1.31920925942309E+0000; 2.10152360943991E-0001; 1.88988962452811E-0001; 1.89597182847334E-0001; 1.84846260103479E-0001; 3.46488364209605E+0000; 4.26588855460816E+0000; 4.23364876410118E+0000; 4.28909156905072E+0000; 6.33072521852806E+0000; 6.11774682453474E+0000; 6.02533750729602E+0000; 5.80092050595060E+0000; 2.03879334699309E+0000; 2.03572895730266E+0000; 1.95289557245781E+0000; 1.69750111189720E+0000; 5.80862577250269E-0001; 5.65439943665276E-0001; 5.67836295489943E-0001; 5.67836295489943E-0001; 2.00146519014499E-0002; 1.94775503706259E-0002; 1.93457007918582E-0002; 1.62166991000649E-0002; 8.16639761133404E-0002; 9.03095413496763E-0002; 9.09689033989940E-0002; 8.90111369263834E-0002; 1.36032840558832E+0000; 1.51374811882044E+0000; 1.48435422441621E+0000; 1.46666092418943E+0000; 1.55487411431444E-0001; 1.75164733891112E-0001; 1.75520784831524E-0001; 1.88516701234316E-0001; 2.53426191783890E-0001; 2.92985745788843E-0001; 2.92132205268977E-0001; 2.84235842444288E-0001; 2.16601232289223E-0001; 2.75167673623018E-0001; 2.73573492352464E-0001; 3.41434358667804E-0001; 7.79102014825034E-0002; 1.07240054662757E-0001; 1.06355920474398E-0001; 1.38125618716991E-0001;0
