GORCode;Area;Residents;Daytime;ElDom05;ElDom06;ElDom07;ElDom08;ElEc705;ElEc706;ElEc707;ElEc708;ElInd05;ElInd06;ElInd07;ElInd08;GasDom05;GasDom06;GasDom07;GasDom08;GasInd05;GasInd06;GasInd07;GasInd08;Other05;Other06;Other07;Other08;Motorcy05;Motorcy06;Motorcy07;Motorcy08;Taxi05;Taxi06;Taxi07;Taxi08;Cars05;Cars06;Cars07;Cars08;Bus05;Bus06;Bus07;Bus08;LGV05;LGV06;LGV07;LGV08;HGVRig05;HGVRig06;HGVRig07;HGVRig;HGVArt05;HGVArt06;HGVArt07;HGVArt08;dummy
H; 1.59469686800000E+0009; 7.17212134999950E+0006; 5.78705777000009E+0006; 7.65816302831693E-0001; 7.60483449304479E-0001; 7.63933995224589E-0001; 7.49854261694022E-0001; 2.25253965629003E-0001; 2.17575581232787E-0001; 2.21321795346028E-0001; 2.09165607202177E-0001; 1.97209233596823E+0000; 2.08607498534822E+0000; 2.03459595188926E+0000; 2.03323005080974E+0000; 3.75144099437947E+0000; 3.62790732031204E+0000; 3.56263005441099E+0000; 3.45892796960813E+0000; 1.94611282372675E+0000; 1.85318358562008E+0000; 1.74884105574336E+0000; 1.73235851596188E+0000; 2.48316945136413E-0001; 2.32029343134586E-0001; 2.30596253608386E-0001; 2.30596253608386E-0001; 1.56041215951121E-0002; 1.50922372622046E-0002; 1.49939476584354E-0002; 1.44750893687497E-0002; 5.39228177100689E-0002; 5.05719179877039E-0002; 5.09007529027622E-0002; 4.78528883280860E-0002; 1.09558884731230E+0000; 1.06251710471583E+0000; 1.04210744936162E+0000; 9.92906669274127E-0001; 1.30136264264946E-0001; 1.33282438057488E-0001; 1.33499235390157E-0001; 1.31640192678949E-0001; 1.82647434808559E-0001; 1.84401535659041E-0001; 1.84087027911135E-0001; 1.79868015921779E-0001; 1.34370636454415E-0001; 1.38014977740413E-0001; 1.37310976407000E-0001; 1.38800102835222E-0001; 8.20157374334745E-0002; 8.41223478434167E-0002; 8.34392569268517E-0002; 8.15874991346001E-0002;0
