MLSOACode;Area;Residents;Daytime;ElDom05;ElDom06;ElDom07;ElDom08;ElEc705;ElEc706;ElEc707;ElEc708;ElInd05;ElInd06;ElInd07;ElInd08;GasDom05;GasDom06;GasDom07;GasDom08;GasInd05;GasInd06;GasInd07;GasInd08;Other05;Other06;Other07;Other08;Motorcy05;Motorcy06;Motorcy07;Motorcy08;Taxi05;Taxi06;Taxi07;Taxi08;Cars05;Cars06;Cars07;Cars08;Bus05;Bus06;Bus07;Bus08;LGV05;LGV06;LGV07;LGV08;HGVRig05;HGVRig06;HGVRig07;HGVRig;HGVArt05;HGVArt06;HGVArt07;HGVArt08;dummy
E02000388; 5.31678000000000E+0005; 7.33998000000000E+0003; 5.34802000000000E+0003; 2.53977001151571E+0000; 2.45582002537636E+0000; 2.51207188592416E+0000; 2.42198062132604E+0000; 3.27858987881583E-0001; 3.08320176487499E-0001; 3.08534669274281E-0001; 3.39848469069436E-0001; 4.77039150503100E+0000; 5.02548655251751E+0000; 5.05788612811122E+0000; 4.93477177735602E+0000; 1.10017702461137E+0001; 1.06995481918786E+0001; 1.05241710311117E+0001; 1.01122740270182E+0001; 6.65631858133105E+0000; 7.00320022379048E+0000; 6.14591635535368E+0000; 5.56113752099174E+0000; 1.14119223224013E+0000; 7.71250790187991E-0001; 8.34957939059520E-0001; 8.34957939059520E-0001; 3.42325334723401E-0002; 3.36764410621659E-0002; 3.34821307798463E-0002; 3.24968380886148E-0002; 9.40047380962773E-0002; 8.90475714684383E-0002; 8.95267985956618E-0002; 8.57174582322211E-0002; 1.12516281483998E+0000; 1.08070054280288E+0000; 1.06221444225323E+0000; 1.00401625826982E+0000; 2.07075072269254E-0001; 2.10420859152554E-0001; 2.10840397596368E-0001; 2.07127031482869E-0001; 2.18794236721814E-0001; 2.16790801092727E-0001; 2.16997564409715E-0001; 2.07902984367182E-0001; 1.46016125632122E-0001; 1.48135718015613E-0001; 1.47491810240280E-0001; 1.48507161980710E-0001; 1.99669381376694E-0002; 2.01208834110652E-0002; 1.99787470498546E-0002; 1.93060684702886E-0002;0
E02000389; 8.01939000000000E+0005; 7.45505000000000E+0003; 4.29098000000000E+0003; 1.95515801794578E+0000; 1.92541005678127E+0000; 1.92042556260656E+0000; 1.84273358884759E+0000; 1.61565739513739E-0001; 1.40212955652390E-0001; 1.43772393533320E-0001; 1.43722429018374E-0001; 2.41594928014686E+0000; 2.54514584317357E+0000; 2.56155811871524E+0000; 2.49920880977061E+0000; 8.87689942665847E+0000; 8.52601102256488E+0000; 8.35133123489203E+0000; 8.12628992078623E+0000; 2.10679491154092E+0000; 1.85263154502334E+0000; 1.70699352490064E+0000; 1.68976943275289E+0000; 7.49608507384792E-0001; 5.06608722405872E-0001; 5.48457491224139E-0001; 5.48457491224139E-0001; 3.51936662464124E-0002; 3.35957982114822E-0002; 3.34069010281991E-0002; 3.34231288193779E-0002; 7.07913190837498E-0002; 6.63864702220231E-0002; 6.67345136380948E-0002; 6.65444776624483E-0002; 1.29292862155943E+0000; 1.23130472335030E+0000; 1.21031393311147E+0000; 1.19428073307777E+0000; 2.66078266317993E-0001; 2.60782454780932E-0001; 2.61419609108269E-0001; 2.62847654732003E-0001; 2.49710688376582E-0001; 2.42509392517420E-0001; 2.42889891515849E-0001; 2.52133469129768E-0001; 1.48874325670508E-0001; 1.49200732031674E-0001; 1.48588915834424E-0001; 1.56497401751272E-0001; 2.44753525218594E-0002; 2.58488784611950E-0002; 2.56616894664570E-0002; 2.54316534090453E-0002;0
E02000390; 3.47891000000000E+0005; 5.80800000000000E+0003; 3.27703000000000E+0003; 3.18061459417123E+0000; 3.12155257152988E+0000; 3.11925661017348E+0000; 3.09059958671514E+0000; 5.36829366160180E-0001; 5.14188699922005E-0001; 4.87936578676187E-0001; 5.32052375246018E-0001; 3.86130036084755E+0000; 4.06776001809941E+0000; 4.09401148307501E+0000; 3.99435652239209E+0000; 1.49934827773497E+0001; 1.43579034471367E+0001; 1.37458983275465E+0001; 1.34240703036558E+0001; 1.88821213866533E+0000; 2.18355933113937E+0000; 2.15502535834684E+0000; 1.91957726117674E+0000; 1.33491039004252E+0000; 9.02171058696034E-0001; 9.76695135799962E-0001; 9.76695135799962E-0001; 3.24236863724531E-0002; 3.20135174864315E-0002; 3.18202459073381E-0002; 3.04850641495606E-0002; 5.51972473296988E-0002; 5.21954673542383E-0002; 5.25193367066410E-0002; 4.97226411741913E-0002; 1.17828165855077E+0000; 1.13382230452201E+0000; 1.11424379511932E+0000; 1.05406348802712E+0000; 2.65365487581405E-0001; 2.70453550578726E-0001; 2.70930987162055E-0001; 2.64795845032498E-0001; 2.21023605921600E-0001; 2.20415243429852E-0001; 2.20476932830310E-0001; 2.11125082229018E-0001; 1.22101370936671E-0001; 1.18036105073534E-0001; 1.17483853685395E-0001; 1.15074029446240E-0001; 1.42394230471258E-0002; 1.45849493167104E-0002; 1.44802742169977E-0002; 1.37701898415171E-0002;0
E02000391; 6.65269000000000E+0005; 7.32997000000000E+0003; 5.76601000000000E+0003; 2.51435198963119E+0000; 2.50113849987869E+0000; 2.53064934196186E+0000; 2.43631012142985E+0000; 4.30181841985147E-0001; 4.23831713873066E-0001; 5.83757752237154E-0001; 3.78654637117951E-0001; 4.54821598549853E+0000; 4.79143033644007E+0000; 4.82231683656292E+0000; 4.70494902837772E+0000; 1.09313940374625E+0001; 1.04494342937914E+0001; 1.00899939119624E+0001; 9.93929475199550E+0000; 5.27360645840580E+0000; 4.77422096933070E+0000; 4.48429636156860E+0000; 4.28984931978386E+0000; 9.28322598190119E-0001; 6.27388093109807E-0001; 6.79211295247610E-0001; 6.79211295247610E-0001; 7.90008993581070E-0002; 7.83152152460236E-0002; 7.78735358404923E-0002; 7.62696596153562E-0002; 1.66592068490769E-0001; 1.58872802858590E-0001; 1.59729393220833E-0001; 1.52649653285785E-0001; 2.14415360845108E+0000; 2.07506304089812E+0000; 2.03976935590671E+0000; 1.93160697704107E+0000; 3.56232286193484E-0001; 3.64474909318619E-0001; 3.65264235373570E-0001; 3.62152574790857E-0001; 4.54884830430559E-0001; 4.56481156580387E-0001; 4.57136297205996E-0001; 4.46114903182193E-0001; 2.96826234556913E-0001; 3.08837031631336E-0001; 3.07558838200177E-0001; 3.12815063355668E-0001; 3.93187330937942E-0002; 3.91649861056994E-0002; 3.88924970241207E-0002; 3.75882215146246E-0002;0
E02000392; 5.53337000000000E+0005; 8.45402000000000E+0003; 6.13002000000000E+0003; 3.16201259204397E+0000; 3.10466047992767E+0000; 3.11456365741363E+0000; 3.06626516577877E+0000; 2.63656447300485E-0001; 3.92597249912595E-0001; 3.82486943909754E-0001; 2.34715394648771E-0001; 5.75837927893579E+0000; 6.06630758999014E+0000; 6.10542187115231E+0000; 5.95680117749344E+0000; 1.43243748764397E+0001; 1.37864786223606E+0001; 1.37778891843124E+0001; 1.36479465728577E+0001; 2.86185902729164E+0000; 2.84306603414734E+0000; 2.17487067650476E+0000; 2.17068230683370E+0000; 1.27427836074003E+0000; 8.61196636896357E-0001; 9.32335586190166E-0001; 9.32335586190166E-0001; 6.76493289122700E-0002; 6.50787897485710E-0002; 6.47064122854509E-0002; 6.33144838956052E-0002; 1.39481663609706E-0001; 1.31176098907349E-0001; 1.31896097437149E-0001; 1.27918569742437E-0001; 1.92652069651659E+0000; 1.83209918158407E+0000; 1.80076996188910E+0000; 1.73370591544933E+0000; 3.55661119030545E-0001; 3.56524498356394E-0001; 3.57261620060399E-0001; 3.53918062417857E-0001; 3.74160129967120E-0001; 3.70744985078206E-0001; 3.71113649081860E-0001; 3.67058345041665E-0001; 2.74757215464235E-0001; 2.91341938046078E-0001; 2.90098548034873E-0001; 3.05734481723149E-0001; 3.41522741023593E-0002; 3.52912746419084E-0002; 3.50416476444705E-0002; 3.41002856698350E-0002;0
E02000393; 3.55903000000000E+0005; 5.40897000000000E+0003; 2.20597000000000E+0003; 3.04100963480160E+0000; 3.14653387228784E+0000; 3.09746581071029E+0000; 2.98226973161855E+0000; 1.90524117590554E-0001; 1.97581219766193E-0001; 1.89241124739788E-0001; 1.72348920118389E-0001; 2.20005176362956E+0000; 2.31770317028945E+0000; 2.33264426353304E+0000; 2.27586445267775E+0000; 1.53698886992155E+0001; 1.46298933844488E+0001; 1.43355087503512E+0001; 1.40898454490133E+0001; 2.65373118633717E+0000; 2.30190054734656E+0000; 2.00437931647709E+0000; 1.69066671583095E+0000; 1.18409976182906E+0000; 8.00249470261874E-0001; 8.66351827919046E-0001; 8.66351827919046E-0001; 2.76080816592105E-0002; 2.59276817729196E-0002; 2.57762886165292E-0002; 2.53878625309597E-0002; 4.75008858103390E-0002; 4.31563512694323E-0002; 4.34129498395855E-0002; 4.26803609217980E-0002; 1.03403257854992E+0000; 9.65663493273660E-0001; 9.48970473292342E-0001; 9.20169849778344E-0001; 1.63340706564947E-0001; 1.58154849462151E-0001; 1.58460843257059E-0001; 1.58163830412106E-0001; 1.85948002840084E-0001; 1.79738317442376E-0001; 1.79791882393896E-0001; 1.86480124124940E-0001; 1.22147334357187E-0001; 1.23700717951252E-0001; 1.23112786477388E-0001; 1.29681709873311E-0001; 1.82582712592525E-0002; 1.94880199067118E-0002; 1.93443247074260E-0002; 1.86736401946880E-0002;0
E02000394; 8.13670000000000E+0005; 5.04303000000000E+0003; 4.62097000000000E+0003; 1.35947389955864E+0000; 1.34670801828998E+0000; 1.37490766369838E+0000; 1.35575870149864E+0000; 6.36244889200086E-0001; 6.72723305135371E-0001; 8.74469881740508E-0001; 1.31613441168777E+0000; 3.12485012800394E+0000; 3.29195687749507E+0000; 3.31318363446346E+0000; 3.23252759791268E+0000; 5.17065808095492E+0000; 4.98687650233260E+0000; 4.84915560721469E+0000; 4.69270257152146E+0000; 3.71648009163959E+0000; 3.26133023872389E+0000; 2.53827028594104E+0000; 3.12289888089777E+0000; 5.35597689099386E-0001; 3.61973173803590E-0001; 3.91873776928066E-0001; 3.91873776928066E-0001; 8.27470192133023E-0003; 8.00897988947198E-0003; 7.96057751302473E-0003; 7.52467553151281E-0003; 1.37097977577550E-0002; 1.27852422192408E-0002; 1.28635278020163E-0002; 1.18129857879960E-0002; 3.84338719437547E-0001; 3.64912811466487E-0001; 3.58585989529486E-0001; 3.31137773478337E-0001; 2.94282239896993E-0002; 2.90193992796492E-0002; 2.90689240300430E-0002; 2.78176173763241E-0002; 6.64316303385085E-0002; 6.43586056591329E-0002; 6.43644981223526E-0002; 6.07532599491576E-0002; 4.19102849466140E-0002; 4.09387299990858E-0002; 4.07257595427179E-0002; 3.85531241755813E-0002; 6.04426429594352E-0003; 5.83003116888568E-0003; 5.78794214588807E-0003; 5.39581274829367E-0003;0
E02000395; 1.19723400000000E+0006; 5.78897000000000E+0003; 4.61302000000000E+0003; 1.08202012182983E+0000; 1.07077092378297E+0000; 1.08402254944985E+0000; 1.06378011438130E+0000; 2.15394124247868E-0001; 1.88696455985537E-0001; 2.00996687776283E-0001; 1.94916176764611E-0001; 2.08889099724942E+0000; 2.20060168673572E+0000; 2.21478964111211E+0000; 2.16087951449552E+0000; 4.72837559905872E+0000; 4.50121557968896E+0000; 4.35532059692874E+0000; 4.35926833802447E+0000; 1.82140781991074E+0000; 2.78020079052383E+0000; 1.81891920694553E+0000; 1.71516931382239E+0000; 4.09594324201912E-0001; 2.76814999212454E-0001; 2.99682301189783E-0001; 2.99682301189783E-0001; 4.43069410455331E-0002; 4.16212413753733E-0002; 4.13808661537141E-0002; 3.93000615276660E-0002; 7.02011973214698E-0002; 6.42436867207223E-0002; 6.46200298384885E-0002; 6.31342992935093E-0002; 1.20410251108257E+0000; 1.12819609702648E+0000; 1.10881247180382E+0000; 1.08493675715523E+0000; 2.72962702621628E-0001; 2.67699524573091E-0001; 2.68264754368408E-0001; 2.64812161438508E-0001; 2.24676078513180E-0001; 2.23252515617753E-0001; 2.23426337128695E-0001; 2.31241726029335E-0001; 1.64194011336160E-0001; 1.76066030068410E-0001; 1.75318492687288E-0001; 1.90066432655429E-0001; 1.98323383496372E-0002; 2.08037555484723E-0002; 2.06551062146497E-0002; 1.94310137530631E-0002;0
E02000396; 7.05651000000000E+0005; 6.22301000000000E+0003; 4.47701000000000E+0003; 1.80749640237967E+0000; 1.82157210587414E+0000; 1.84680771702834E+0000; 1.83689103456778E+0000; 1.16638466080697E-0001; 9.26959061974115E-0002; 1.02240025530620E-0001; 9.09332280230188E-0002; 3.16604355928493E+0000; 3.33535513943538E+0000; 3.35685541293845E+0000; 3.27514372896600E+0000; 7.99255746025098E+0000; 7.64405466349739E+0000; 7.44192662950457E+0000; 7.19231887878345E+0000; 1.86503289695207E+0000; 2.87271698961435E+0000; 2.88120974647919E+0000; 1.21460448882822E+0000; 7.31797942285478E-0001; 4.94571646846599E-0001; 5.35425143124906E-0001; 5.35425143124906E-0001; 4.87823126038692E-0002; 4.82701394118604E-0002; 4.79897868718253E-0002; 4.68900542883524E-0002; 8.66263465034836E-0002; 8.30202654475560E-0002; 8.35151289328228E-0002; 8.06535270397582E-0002; 1.52790629830601E+0000; 1.49034957318372E+0000; 1.46473298670824E+0000; 1.41536812967467E+0000; 1.98737596292847E-0001; 2.05291666002589E-0001; 2.05706451872554E-0001; 2.08668353000946E-0001; 3.20901094283423E-0001; 3.26081873333985E-0001; 3.26480481907930E-0001; 3.32745139791865E-0001; 2.05986642639629E-0001; 2.11725861948818E-0001; 2.10831904570726E-0001; 2.16539092833795E-0001; 3.73727892665375E-0002; 3.95190311295760E-0002; 3.92339871736950E-0002; 3.92438553242675E-0002;0
E02000397; 5.63885000000000E+0005; 6.26299000000000E+0003; 3.23601000000000E+0003; 1.50193417218924E+0000; 1.46023005840556E+0000; 1.47176775859808E+0000; 1.48080365329195E+0000; 9.36506897294345E-0001; 9.87119365922073E-0001; 9.46222194743795E-0001; 8.47749284025699E-0001; 1.55910421354009E+0000; 1.62194026333052E+0000; 1.41963594620377E+0000; 1.74101328912600E+0000; 9.95412128424288E+0000; 9.55015804211835E+0000; 9.31598374340634E+0000; 9.12540195803226E+0000; 1.44374563403764E+0000; 1.21079126411142E+0000; 1.24987959630844E+0000; 1.07463660354011E+0000; 3.83358470830401E-0001; 3.69655832298135E-0001; 3.75185595787023E-0001; 3.75185595787023E-0001; 1.34686130300460E-0002; 1.31072501222054E-0002; 1.30276895492187E-0002; 1.20723553407595E-0002; 5.07616700076034E-0002; 4.83874043587776E-0002; 4.87020026550153E-0002; 4.29770829514729E-0002; 1.00353010059898E+0000; 9.74775532900969E-0001; 9.57707461886943E-0001; 8.61080032551409E-0001; 1.50484066365584E-0001; 1.66658548654003E-0001; 1.66915652795716E-0001; 1.78097456073960E-0001; 1.65356225076335E-0001; 1.59977889853590E-0001; 1.59947118334266E-0001; 1.43031892695825E-0001; 9.21904596710290E-0002; 9.26985946282726E-0002; 9.22522051538813E-0002; 8.84486834101791E-0002; 1.63281374408291E-0002; 1.54584371315388E-0002; 1.53464854855804E-0002; 1.35050529871391E-0002;0
E02000398; 1.19147100000000E+0006; 6.38704000000000E+0003; 5.20701000000000E+0003; 5.44010868511262E-0001; 5.37879868532413E-0001; 5.44969738474043E-0001; 5.46254555240719E-0001; 4.92177661864119E-0001; 4.75889806893822E-0001; 4.95723698653936E-0001; 4.61693108578966E-0001; 1.62689832060518E+0000; 1.69247101858652E+0000; 1.48137227045947E+0000; 1.81671759044149E+0000; 4.06156707428183E+0000; 3.81357588098506E+0000; 3.75744088552308E+0000; 3.51379632028401E+0000; 4.86257693757775E+0000; 4.13160146854882E+0000; 3.84158373677442E+0000; 4.11679867397252E+0000; 1.95467673092287E-0001; 1.88480799274757E-0001; 1.91299827143952E-0001; 1.91299827143952E-0001; 9.86549572318128E-0003; 9.50314098704641E-0003; 9.44210979537060E-0003; 8.89943998430029E-0003; 3.46872742001600E-0002; 3.20157942668843E-0002; 3.22450684296476E-0002; 2.97902156931992E-0002; 6.85042263611603E-0001; 6.51893511979622E-0001; 6.40187595281714E-0001; 5.98205608615901E-0001; 5.37551622280166E-0002; 5.18724888898225E-0002; 5.19309332021023E-0002; 4.72958201865727E-0002; 1.30056607168019E-0001; 1.25281994285802E-0001; 1.25128985160046E-0001; 1.19256098258708E-0001; 1.26706310919165E-0001; 1.28198557089261E-0001; 1.27536124343191E-0001; 1.22913562483249E-0001; 3.78335902181222E-0002; 3.91930432458900E-0002; 3.88954563050029E-0002; 4.09278812171206E-0002;0
E02000399; 6.91565000000000E+0005; 6.21999000000000E+0003; 5.31301000000000E+0003; 9.06186507625630E-0001; 8.64748002074707E-0001; 8.81257112986438E-0001; 9.47224888345529E-0001; 8.61782390393940E-0001; 8.63761390641113E-0001; 8.51379970127314E-0001; 6.72836314246818E-0001; 2.92815956740563E+0000; 3.04616767072579E+0000; 2.66623115125653E+0000; 3.26980245685230E+0000; 6.48911011742376E+0000; 6.28453540307476E+0000; 6.24677329201087E+0000; 5.96440731162762E+0000; 2.39819340337433E+0000; 2.28087891578848E+0000; 2.50375405898084E+0000; 2.64034848891966E+0000; 3.30328633550262E-0001; 3.18522970219059E-0001; 3.23286667619439E-0001; 3.23286667619439E-0001; 1.39987567738542E-0002; 1.27245968849621E-0002; 1.26461895851534E-0002; 1.22221298941877E-0002; 6.83752921332190E-0002; 5.98348389020509E-0002; 6.02072323091425E-0002; 5.82376409379467E-0002; 1.27570591577630E+0000; 1.15501281637469E+0000; 1.13490423266374E+0000; 1.09851350654051E+0000; 2.86595682804936E-0001; 3.03172306528502E-0001; 3.03750209595092E-0001; 2.93643921319744E-0001; 1.97499404682259E-0001; 1.93298589160506E-0001; 1.93379637548308E-0001; 1.86621753644792E-0001; 1.32657558148422E-0001; 1.23398233779007E-0001; 1.22839973804368E-0001; 1.22720959776659E-0001; 3.96889498231907E-0002; 4.57854062523202E-0002; 4.54579113411191E-0002; 4.29531695152286E-0002;0
E02000400; 1.33380300000000E+0006; 6.12702000000000E+0003; 3.93002000000000E+0003; 6.37018760826430E-0001; 6.18617708350590E-0001; 6.20416133074659E-0001; 5.99785643315361E-0001; 3.64511669257655E-0001; 3.59975595856633E-0001; 4.10984511527732E-0001; 4.46081395225792E-0001; 1.06832188567057E+0000; 1.11138069080920E+0000; 9.72757003879630E-0001; 1.19297018721046E+0000; 4.19434463114477E+0000; 4.07013367554977E+0000; 4.04554892799285E+0000; 3.93633987975681E+0000; 1.52003828226850E+0000; 1.84554845007901E+0000; 1.74738996133817E+0000; 1.56085412748976E+0000; 1.63609663016750E-0001; 1.57762322057672E-0001; 1.60121679330237E-0001; 1.60121679330237E-0001; 1.38054110165721E-0002; 1.36861893137868E-0002; 1.36001750917485E-0002; 1.22878804982041E-0002; 7.07339024760035E-0002; 6.89032973066744E-0002; 6.93815534984651E-0002; 6.00458009214200E-0002; 1.22578054756924E+0000; 1.22042926475040E+0000; 1.19829827614456E+0000; 1.06031246383872E+0000; 1.54451844337832E-0001; 1.89089386414320E-0001; 1.89363776061937E-0001; 2.12199054253002E-0001; 2.20844810155349E-0001; 2.19650539056521E-0001; 2.19429212909068E-0001; 1.92013014100715E-0001; 1.25237905495734E-0001; 1.32215926939735E-0001; 1.31568808996620E-0001; 1.32295008672236E-0001; 5.38794798573298E-0002; 5.33430249879411E-0002; 5.29335801737810E-0002; 4.69087332480285E-0002;0
E02000401; 7.46792000000000E+0005; 5.89803000000000E+0003; 2.93302000000000E+0003; 7.92888862441926E-0001; 7.95948219259282E-0001; 8.01447235055603E-0001; 7.78134581470204E-0001; 6.85426470243669E-0001; 7.09578635552907E-0001; 6.15569831453438E-0001; 5.96620743357610E-0001; 7.99860998136761E-0001; 8.32098584626035E-0001; 7.28311272701730E-0001; 8.93185444263245E-0001; 5.94964710180008E+0000; 5.65156311702277E+0000; 5.51964803510722E+0000; 5.25837492737887E+0000; 5.89500638371318E-0001; 4.45573446061965E-0001; 4.53949608556411E-0001; 4.26033703687018E-0001; 2.68908353739644E-0001; 2.59296158506857E-0001; 2.63174543695723E-0001; 2.63174543695723E-0001; 1.83448292021041E-0002; 1.81435114780880E-0002; 1.80261143542882E-0002; 1.75126547985023E-0002; 1.15688139627834E-0001; 1.07511460527344E-0001; 1.08315202815026E-0001; 1.04109695432239E-0001; 1.91214234049069E+0000; 1.83281536132560E+0000; 1.79909884622596E+0000; 1.75661881926767E+0000; 2.34803419249929E-0001; 2.37047874938409E-0001; 2.37309572693546E-0001; 2.38804551691935E-0001; 3.20470301682726E-0001; 3.14216764788650E-0001; 3.13736628895610E-0001; 3.12098113570075E-0001; 1.69459232405754E-0001; 1.64711221907908E-0001; 1.63882716164425E-0001; 1.68975274991757E-0001; 5.84380870314773E-0002; 5.69512096575179E-0002; 5.65147919642256E-0002; 5.68704991349055E-0002;0
E02000402; 9.50481000000000E+0005; 6.08701000000000E+0003; 3.03501000000000E+0003; 5.43224115908937E-0001; 5.43703925845496E-0001; 5.70247203700117E-0001; 5.30891619359329E-0001; 7.84990794783313E-0001; 8.48164648805861E-0001; 7.96040955740270E-0001; 7.30723390188901E-0001; 5.75657946491586E-0001; 5.98859369156032E-0001; 5.24163711217611E-0001; 6.42822810324361E-0001; 4.32993145566158E+0000; 4.05538589139911E+0000; 3.99260153014860E+0000; 3.79881908770065E+0000; 7.03060395678825E-0001; 5.64054713004503E-0001; 5.33262805236045E-0001; 6.03419665349059E-0001; 2.17180593191511E-0001; 2.09417400530860E-0001; 2.12550997791126E-0001; 2.12550997791126E-0001; 1.26182206645201E-0002; 1.21278416980695E-0002; 1.20518167444170E-0002; 1.17014774240309E-0002; 7.24107057374108E-0002; 6.61342633157250E-0002; 6.65844079070199E-0002; 6.41063307052624E-0002; 1.25269474831967E+0000; 1.17987557359747E+0000; 1.15872346180849E+0000; 1.12325319697901E+0000; 2.19906442082660E-0001; 2.20258462839620E-0001; 2.20641349967968E-0001; 2.21828083881144E-0001; 2.04584711612898E-0001; 1.98863983978811E-0001; 1.98748565368290E-0001; 1.96384585648317E-0001; 1.40733959266834E-0001; 1.41318738886635E-0001; 1.40676310012879E-0001; 1.45102331485238E-0001; 3.59644870795267E-0002; 3.58291314353460E-0002; 3.55604618913954E-0002; 3.52196106773894E-0002;0
E02000403; 8.50911000000000E+0005; 5.74202000000000E+0003; 6.38802000000000E+0003; 9.25813010862293E-0001; 9.25009010890391E-0001; 9.15886770595140E-0001; 9.49344465404521E-0001; 5.43065155057640E-0001; 5.17440724783450E-0001; 4.74510775340975E-0001; 4.50794318969738E-0001; 3.71109416231411E+0000; 3.86066539085971E+0000; 3.37912387523382E+0000; 4.14408430236325E+0000; 6.45837749430292E+0000; 6.17548206150626E+0000; 6.06753919593102E+0000; 5.90582854715222E+0000; 2.31829306832249E+0000; 2.34389053313792E+0000; 2.25667525101985E+0000; 2.05977414193240E+0000; 2.65922085150222E-0001; 2.56419242832564E-0001; 2.60253033454464E-0001; 2.60253033454464E-0001; 1.24769580154890E-0002; 1.23524607730520E-0002; 1.22733084314163E-0002; 1.11474669890329E-0002; 5.34817615215718E-0002; 5.10568825807853E-0002; 5.13941520500599E-0002; 4.37790260021560E-0002; 9.88459003667136E-0001; 9.63904203257117E-0001; 9.46419853459340E-0001; 8.25380495099668E-0001; 1.71719126987343E-0001; 2.00266156859045E-0001; 2.00588132486037E-0001; 2.18311817499879E-0001; 1.68897949712333E-0001; 1.64237620824641E-0001; 1.64207167296588E-0001; 1.41879364973266E-0001; 8.92839755215025E-0002; 9.10814044591875E-0002; 9.06483472408827E-0002; 8.62476112024529E-0002; 1.78493896648797E-0002; 1.68440207695959E-0002; 1.67227432834288E-0002; 1.40842871767373E-0002;0
E02000404; 6.40952000000000E+0005; 5.75904000000000E+0003; 2.88402000000000E+0003; 1.13148632761507E+0000; 1.13130964978407E+0000; 1.15642230184883E+0000; 1.10053582681606E+0000; 6.37072474557110E-0001; 6.51676713935965E-0001; 6.49718119069574E-0001; 5.89746503502980E-0001; 9.30869184827295E-0001; 9.68386152310767E-0001; 8.47601029940566E-0001; 1.03947992230279E+0000; 7.24279351787276E+0000; 7.15536167918258E+0000; 7.18658432083418E+0000; 6.66017557302462E+0000; 1.26496286687935E+0000; 1.20008078308858E+0000; 1.11892652858097E+0000; 1.12642429403386E+0000; 3.06177516138807E-0001; 2.95234711084157E-0001; 2.99650766345791E-0001; 2.99650766345791E-0001; 1.07974732904439E-0002; 1.04749293872852E-0002; 1.04013729919210E-0002; 9.84693943558044E-0003; 4.36477950806167E-0002; 3.89613799929226E-0002; 3.92206974545455E-0002; 3.65577065986491E-0002; 8.80160866304979E-0001; 8.14953923276569E-0001; 7.98778818505190E-0001; 7.49817330795784E-0001; 1.54644039479858E-0001; 1.57983642311514E-0001; 1.58290335078625E-0001; 1.55016095920332E-0001; 1.44408301954496E-0001; 1.39473255564312E-0001; 1.39414481689081E-0001; 1.33850911039236E-0001; 8.12076853032712E-0002; 8.10783827777642E-0002; 8.06699933962386E-0002; 7.92734905002325E-0002; 1.57927183770762E-0002; 1.57774015489858E-0002; 1.56605662091338E-0002; 1.50628537083052E-0002;0
E02000405; 1.78203300000000E+0006; 5.83989000000000E+0003; 2.55107000000000E+0003; 5.71341896673772E-0001; 5.62885660320436E-0001; 5.54301754381002E-0001; 5.28785901799035E-0001; 2.34968090047131E-0001; 2.24078060123968E-0001; 2.13188286436803E-0001; 1.91998850566310E-0001; 4.62485349738833E-0001; 4.81125173368316E-0001; 4.21114958827731E-0001; 5.16446152657101E-0001; 3.78441338818024E+0000; 3.58101946653833E+0000; 3.52932404608008E+0000; 3.47289408902423E+0000; 9.34620739346578E-0001; 9.90602155287589E-0001; 9.43275366421513E-0001; 8.68056712621235E-0001; 1.13142222122700E-0001; 1.09098754012229E-0001; 1.10730144553719E-0001; 1.10730144553719E-0001; 5.85230208070779E-0003; 5.68555650488430E-0003; 5.65006781913470E-0003; 5.24354940800298E-0003; 2.08051459322047E-0002; 1.95996836787101E-0002; 1.97319014537772E-0002; 1.75523580531555E-0002; 4.29499769396570E-0001; 4.13749519118699E-0001; 4.06455248958166E-0001; 3.68385049585778E-0001; 5.26250446596924E-0002; 5.79984416597792E-0002; 5.80786435272134E-0002; 6.05577908687212E-0002; 7.11367502900790E-0002; 6.92673165062692E-0002; 6.92343901805015E-0002; 6.30969614928055E-0002; 3.77725812604872E-0002; 3.78380495580253E-0002; 3.76479224473668E-0002; 3.59283867224994E-0002; 6.37656093300877E-0003; 5.96203514693355E-0003; 5.91866720423954E-0003; 5.26424046485699E-0003;0
