MLSOACode;Area;Residents;Daytime;ElDom05;ElDom06;ElDom07;ElDom08;ElEc705;ElEc706;ElEc707;ElEc708;ElInd05;ElInd06;ElInd07;ElInd08;GasDom05;GasDom06;GasDom07;GasDom08;GasInd05;GasInd06;GasInd07;GasInd08;Other05;Other06;Other07;Other08;Motorcy05;Motorcy06;Motorcy07;Motorcy08;Taxi05;Taxi06;Taxi07;Taxi08;Cars05;Cars06;Cars07;Cars08;Bus05;Bus06;Bus07;Bus08;LGV05;LGV06;LGV07;LGV08;HGVRig05;HGVRig06;HGVRig07;HGVRig;HGVArt05;HGVArt06;HGVArt07;HGVArt08;dummy
E02000229; 1.31998200000000E+0006; 5.91895000000000E+0003; 4.04494000000000E+0003; 5.38006852162070E-0001; 5.55909147619551E-0001; 5.48903292433855E-0001; 5.38870638674615E-0001; 3.80694619822165E-0001; 3.82338131925128E-0001; 3.62707571583116E-0001; 3.25434249556565E-0001; 1.10733824590897E+0000; 1.12300842984375E+0000; 1.09094913353219E+0000; 1.09651038620431E+0000; 3.36987100121588E+0000; 3.25882937700776E+0000; 3.11544323743338E+0000; 2.95602930907547E+0000; 8.45651665832526E-0001; 8.20852569533794E-0001; 7.76726985117529E-0001; 6.53745510117618E-0001; 1.39538190326367E-0001; 1.35077858990315E-0001; 1.34933346849499E-0001; 1.34933346849499E-0001; 2.80696023604971E-0003; 2.67161523283260E-0003; 2.65345392249676E-0003; 2.45437136824386E-0003; 3.37437146039953E-0003; 3.08162843427179E-0003; 3.10420034854633E-0003; 2.79000967973626E-0003; 4.06914795413462E-0001; 3.83736293373698E-0001; 3.76729400398839E-0001; 3.45505697327587E-0001; 1.73392948370702E-0002; 1.66084318196978E-0002; 1.66255553408716E-0002; 1.54562264025338E-0002; 4.81633625985034E-0002; 4.58252236164089E-0002; 4.57485137008475E-0002; 4.23677425406154E-0002; 2.73475605510021E-0002; 2.61739939735860E-0002; 2.60332005772681E-0002; 2.41111285667248E-0002; 4.10272648729699E-0003; 3.92881032022375E-0003; 3.89871443452436E-0003; 3.60242562875961E-0003;0
E02000230; 2.61462500000000E+0006; 8.64500000000000E+0003; 5.84496000000000E+0003; 5.81902946260967E-0001; 5.91551125201738E-0001; 6.01070899268538E-0001; 6.05938365223891E-0001; 2.73182089768585E-0001; 2.57901778785166E-0001; 2.68642032228706E-0001; 2.40767215847458E-0001; 9.86459856667677E-0001; 1.00041804715004E+0000; 9.71859510834625E-0001; 9.76811110143308E-0001; 3.84816431457841E+0000; 3.71894294977125E+0000; 3.74032321266288E+0000; 3.56483946225384E+0000; 8.62180704209702E-0001; 8.87691491245132E-0001; 7.68843895518338E-0001; 7.30317848997877E-0001; 1.04706468684775E-0001; 1.01360039451426E-0001; 1.01250888759508E-0001; 1.01250888759508E-0001; 1.33714836831722E-0002; 1.25185801765316E-0002; 1.24371974206381E-0002; 1.15956455859569E-0002; 2.13092276213248E-0002; 2.07756990392338E-0002; 2.09244932624552E-0002; 1.96882961860784E-0002; 1.24614022414749E+0000; 1.24231877110292E+0000; 1.21955390985419E+0000; 1.16273468763146E+0000; 1.35746262189131E-0001; 1.29346626141198E-0001; 1.29497297756320E-0001; 1.14803955533754E-0001; 1.92960347954942E-0001; 1.94635418133379E-0001; 1.94391138884869E-0001; 1.85169564508386E-0001; 1.68583505627701E-0001; 1.65475155883561E-0001; 1.64660324138261E-0001; 1.64195604152354E-0001; 1.01478708083678E-0001; 1.02494595403489E-0001; 1.01720324055306E-0001; 1.07815036730299E-0001;0
E02000231; 3.36266100000000E+0006; 7.43898000000000E+0003; 3.51800000000000E+0003; 4.60597185318657E-0001; 4.65045309660236E-0001; 4.71022548883501E-0001; 4.55971852982887E-0001; 1.60402192295635E-0001; 1.54017272842052E-0001; 1.51164156239772E-0001; 1.42744637798463E-0001; 3.44615232077584E-0001; 3.49490522739263E-0001; 3.39512796073159E-0001; 3.41244070649370E-0001; 2.88173195907434E+0000; 2.81404787491094E+0000; 2.76471802387628E+0000; 2.72678739957302E+0000; 8.74473924291088E-0001; 8.17577427695985E-0001; 8.21749351991442E-0001; 7.51287379753564E-0001; 6.66829268919974E-0002; 6.45517801005387E-0002; 6.44826961411170E-0002; 6.44826961411170E-0002; 7.67945440426020E-0003; 6.94034090817663E-0003; 6.89447730661458E-0003; 5.94108471870300E-0003; 1.49721404794335E-0002; 1.39674865751942E-0002; 1.40708239572481E-0002; 1.17300149872201E-0002; 9.01690220576141E-0001; 8.64248955130405E-0001; 8.48296433489232E-0001; 7.33020766133058E-0001; 7.56986382057212E-0002; 7.36739520023443E-0002; 7.37643552376957E-0002; 6.07628559181996E-0002; 1.28285959179597E-0001; 1.29316922699832E-0001; 1.29116426451997E-0001; 1.13023394487459E-0001; 1.04084744887684E-0001; 9.50246297317381E-0002; 9.45451157627789E-0002; 7.41523456908805E-0002; 3.92974682630633E-0002; 3.62750874732268E-0002; 3.59983782087321E-0002; 3.31047278238722E-0002;0
E02000232; 4.37128800000000E+0006; 5.93699000000000E+0003; 2.43700000000000E+0003; 2.39367998902661E-0001; 2.36364929074038E-0001; 2.35058954735504E-0001; 2.29410326500092E-0001; 8.08772053174317E-0002; 7.94411009997166E-0002; 7.80570956802893E-0002; 7.45874851978259E-0002; 1.40847435171589E-0001; 1.42840802910088E-0001; 1.38762874599998E-0001; 1.39469854089545E-0001; 1.47936829214037E+0000; 1.43638823766969E+0000; 1.41090830201084E+0000; 1.37130021483736E+0000; 2.04870993207323E-0001; 2.07742627317458E-0001; 6.62140401797837E-0002; 5.67339027560074E-0002; 4.01833436818919E-0002; 3.88987051236099E-0002; 3.88568953510491E-0002; 3.88568953510491E-0002; 1.32976490867859E-0003; 1.24525746082934E-0003; 1.23700518841885E-0003; 1.08206616243318E-0003; 1.99224480269585E-0003; 1.86655433715245E-0003; 1.88063020686529E-0003; 1.70822038897259E-0003; 1.93239310785585E-0001; 1.84916241189947E-0001; 1.81516252727251E-0001; 1.67340702875833E-0001; 9.69965831580989E-0003; 9.11259792407590E-0003; 9.12150306613913E-0003; 8.11535258692528E-0003; 2.38406321904191E-0002; 2.29346841455061E-0002; 2.28934750130258E-0002; 2.11100962696311E-0002; 1.41299012052989E-0002; 1.35829531250286E-0002; 1.35106673970784E-0002; 1.21803279631054E-0002; 2.33823960385616E-0003; 2.45627843706958E-0003; 2.43750190585709E-0003; 2.29739607838143E-0003;0
E02000233; 1.58660900000000E+0006; 5.90802000000000E+0003; 2.44698000000000E+0003; 5.47534289198050E-0001; 5.51204202134997E-0001; 5.73795532012702E-0001; 5.57033958161211E-0001; 2.15847029849603E-0001; 2.13976782297639E-0001; 2.03112884518875E-0001; 1.82070549007032E-0001; 4.71535210711915E-0001; 4.78208499180201E-0001; 4.64555994237514E-0001; 4.66923194926409E-0001; 3.56494962803284E+0000; 3.48716548984969E+0000; 3.38056533659386E+0000; 3.34082095725760E+0000; 4.67997684306306E-0001; 4.73227815684598E-0001; 4.16288440505109E-0001; 4.32752000762685E-0001; 1.11080789798821E-0001; 1.07530672282894E-0001; 1.07415913306000E-0001; 1.07415913306000E-0001; 5.79853007262659E-0003; 5.07004440425573E-0003; 5.03709166982473E-0003; 4.94024804418254E-0003; 9.51038939423178E-0003; 9.52269270774205E-0003; 9.59320292552016E-0003; 9.69090994158413E-0003; 6.39113463692682E-0001; 6.47415106496431E-0001; 6.35421030655566E-0001; 6.39931885863320E-0001; 4.46767129682516E-0002; 4.38138261908915E-0002; 4.38598736800527E-0002; 4.44608653628084E-0002; 1.08351612675597E-0001; 1.07274533124435E-0001; 1.07098113681586E-0001; 1.03266386989758E-0001; 9.03694925645263E-0002; 9.59790840331883E-0002; 9.54709068207731E-0002; 1.01018693925076E-0001; 4.74915096416348E-0002; 5.38651296843639E-0002; 5.34531485547747E-0002; 6.35153883269229E-0002;0
E02000234; 3.11062100000000E+0006; 7.41196000000000E+0003; 5.04006000000000E+0003; 3.96638304170185E-0001; 3.91243471903955E-0001; 4.00674776653673E-0001; 3.81833929388828E-0001; 1.79236076102844E-0001; 1.93768294506916E-0001; 2.06502578008624E-0001; 1.96029401690525E-0001; 7.20678344221563E-0001; 7.30876905360155E-0001; 7.10013711617017E-0001; 7.13628701361411E-0001; 2.62155988265504E+0000; 2.55058475828959E+0000; 2.52761543529991E+0000; 2.45372270355759E+0000; 3.93687374518423E-0001; 3.75833534503723E-0001; 3.37883206656650E-0001; 3.22603769266886E-0001; 7.55624786422751E-0002; 7.31473843821983E-0002; 7.30691063950423E-0002; 7.30691063950423E-0002; 8.87216578473541E-0003; 7.28047668069110E-0003; 7.23141073187373E-0003; 5.29838850146411E-0003; 1.32491273281541E-0002; 1.16002985963546E-0002; 1.16902100208891E-0002; 9.04677744103539E-0003; 7.89984015275377E-0001; 7.22462296979948E-0001; 7.08930260602106E-0001; 5.76756466395523E-0001; 6.49207092285390E-0002; 6.22938276905077E-0002; 6.23496094722597E-0002; 5.01740612515877E-0002; 1.16622383932237E-0001; 1.13613910968773E-0001; 1.13365828834140E-0001; 9.92069079853190E-0002; 1.06961639906523E-0001; 9.41691525193829E-0002; 9.36725845661683E-0002; 7.88988163676941E-0002; 6.62159842199446E-0002; 6.27572935600774E-0002; 6.22652028288192E-0002; 6.35252105226829E-0002;0
E02000235; 5.39556700000000E+0006; 6.27985000000000E+0003; 2.57607000000000E+0003; 2.09287571473999E-0001; 2.10366526724201E-0001; 2.15338856566975E-0001; 2.09875277004523E-0001; 8.91987752235362E-0002; 8.80142665536576E-0002; 8.66600134287646E-0002; 8.59205470885916E-0002; 1.42235994032960E-0001; 1.44249167924022E-0001; 1.40130870821010E-0001; 1.40844927328144E-0001; 1.34633257738636E+0000; 1.31588745058853E+0000; 1.29422684793514E+0000; 1.26275726691118E+0000; 1.38790433367203E-0001; 1.42305220489000E-0001; 1.13602158839048E-0001; 8.43394884598029E-0002; 3.46659729938811E-0002; 3.35578630809583E-0002; 3.35219169474584E-0002; 3.35219169474584E-0002; 2.83227604435592E-0003; 2.50770298136503E-0003; 2.49109455593984E-0003; 2.43325068955453E-0003; 4.59247293820834E-0003; 4.49527662431875E-0003; 4.52917050652405E-0003; 4.55434761003484E-0003; 3.28616950116549E-0001; 3.26447530083112E-0001; 3.20352936140652E-0001; 3.19767579062640E-0001; 1.99877851187752E-0002; 1.96076320129919E-0002; 1.96276044379619E-0002; 1.97406052025427E-0002; 5.29916884508064E-0002; 5.21455896722347E-0002; 5.20468277233369E-0002; 5.01128030291107E-0002; 4.32655194778269E-0002; 4.56573019968931E-0002; 4.54118146590479E-0002; 4.75130449407075E-0002; 2.19861277917180E-0002; 2.45841721445041E-0002; 2.43940532771528E-0002; 2.85699192025619E-0002;0
E02000236; 3.57466500000000E+0006; 7.56196000000000E+0003; 3.07291000000000E+0003; 3.50418058461358E-0001; 3.52142171868875E-0001; 3.51152361072862E-0001; 3.40955633311030E-0001; 1.20584885793845E-0001; 1.16720711709313E-0001; 1.11355806263341E-0001; 1.03752354045987E-0001; 2.80791072244487E-0001; 2.84764781771197E-0001; 2.76635080413417E-0001; 2.78044191604709E-0001; 2.17911242530649E+0000; 2.11929959116711E+0000; 2.07264573190806E+0000; 2.02196282057966E+0000; 1.26144112862458E-0001; 1.21589801623139E-0001; 1.15582149866749E-0001; 7.16588846365506E-0002; 6.32441675873871E-0002; 6.12228714320818E-0002; 6.11572779048996E-0002; 6.11572779048996E-0002; 5.02716584349984E-0003; 3.69731615876360E-0003; 3.67208787907813E-0003; 2.67438925384629E-0003; 9.19414315331921E-0003; 6.35640877214237E-0003; 6.40654598620082E-0003; 3.99884200280172E-0003; 6.01989002679927E-0001; 4.68498255100406E-0001; 4.59660309708621E-0001; 3.33644254316464E-0001; 3.06978026557995E-0002; 2.63599756038065E-0002; 2.63813078706797E-0002; 1.99024621057348E-0002; 8.04238276899045E-0002; 6.61443978462151E-0002; 6.59745700090414E-0002; 5.10960802936817E-0002; 8.50524186489053E-0002; 7.25284619224178E-0002; 7.21341023960434E-0002; 4.47212133624783E-0002; 5.26326102646512E-0002; 2.84821848778536E-0002; 2.82536294377159E-0002; 1.33725210907939E-0002;0
E02000237; 4.94944500000000E+0006; 7.50698000000000E+0003; 3.01504000000000E+0003; 2.46073344388768E-0001; 2.48725525892758E-0001; 2.45934566779133E-0001; 2.36681142391451E-0001; 1.06464891172176E-0001; 9.89223499995671E-0002; 1.03281493795639E-0001; 9.31207216992933E-0002; 1.69714891376295E-0001; 1.72116595093908E-0001; 1.67202756015848E-0001; 1.68055026288612E-0001; 1.55376820972930E+0000; 1.49211713885673E+0000; 1.45182522678584E+0000; 1.40806009193660E+0000; 2.15559176366488E-0001; 2.10852961692938E-0001; 2.04334058192060E-0001; 2.09226770414474E-0001; 4.50067066465194E-0002; 4.35681430653096E-0002; 4.35217377884964E-0002; 4.35217377884964E-0002; 1.77615505075010E-0003; 1.69047135126645E-0003; 1.67942357413248E-0003; 1.55314678956370E-0003; 2.13538078950054E-0003; 1.95022096730545E-0003; 1.96442854708524E-0003; 1.76575307269704E-0003; 2.57514113327710E-0001; 2.42845617518178E-0001; 2.38411030550905E-0001; 2.18651400751353E-0001; 1.09728875048307E-0002; 1.05102877846305E-0002; 1.05211279834885E-0002; 9.78074240148996E-0003; 3.04798253497275E-0002; 2.90002535268806E-0002; 2.89516802102958E-0002; 2.68123554335512E-0002; 1.73075998821343E-0002; 1.65647464250766E-0002; 1.64754185736364E-0002; 1.52593097115436E-0002; 2.59627375498690E-0003; 2.48616501169351E-0003; 2.46709087455408E-0003; 2.27957849856428E-0003;0
E02000238; 1.52348100000000E+0006; 8.03496000000000E+0003; 6.17701000000000E+0003; 9.17298673535555E-0001; 9.23518282851985E-0001; 9.02611838481327E-0001; 8.71764134827025E-0001; 6.61635902270785E-0002; 6.25675238417508E-0002; 6.51148624155881E-0002; 5.26629805217856E-0002; 2.29754938266393E+0000; 2.43883877999069E+0000; 2.62199096979715E+0000; 2.57791697713760E+0000; 4.54419253127224E+0000; 4.45322708278939E+0000; 4.35117940771899E+0000; 4.18319255938318E+0000; 1.73215373903730E+0000; 1.57124078308299E+0000; 1.39400728155188E+0000; 1.01654484564682E+0000; 4.49872535511747E-0001; 4.44088272621779E-0001; 4.48195365277067E-0001; 4.48195365277067E-0001; 6.17944654799941E-0003; 5.83386690620221E-0003; 5.79647656768166E-0003; 5.77339796194151E-0003; 1.98879884965679E-0002; 1.75297746009388E-0002; 1.76511620726889E-0002; 1.70316363835346E-0002; 1.15614860558809E+0000; 1.05463038970003E+0000; 1.03560799877980E+0000; 1.00914717841011E+0000; 8.96495183724269E-0002; 8.51353281035474E-0002; 8.52470495358804E-0002; 8.68393984014121E-0002; 1.54908397282277E-0001; 1.46600773590668E-0001; 1.46457356540712E-0001; 1.45350257840028E-0001; 1.24979491886370E-0001; 1.45718541434875E-0001; 1.45004603267693E-0001; 1.44512459493338E-0001; 4.20883333994371E-0002; 4.87426147674861E-0002; 4.83770286720116E-0002; 4.77926454052344E-0002;0
E02000239; 2.35503900000000E+0006; 8.24201000000000E+0003; 3.20595000000000E+0003; 5.30967949282582E-0001; 5.32470895822701E-0001; 5.35039758457034E-0001; 5.10440945280878E-0001; 1.10566424593874E-0001; 1.03004915675411E-0001; 1.04555850252514E-0001; 9.56574140127910E-0002; 3.87865538668207E-0001; 4.11719131560941E-0001; 4.42638744772089E-0001; 4.35198126928614E-0001; 2.92102168039211E+0000; 2.82301159227523E+0000; 2.77822014022779E+0000; 2.70973297108202E+0000; 4.20358917128598E-0001; 3.14186984903318E-0001; 3.11078911235241E-0001; 2.72674036764393E-0001; 2.72818582548520E-0001; 2.69310317735657E-0001; 2.71802011728699E-0001; 2.71802011728699E-0001; 4.24199705106823E-0003; 4.04456748073010E-0003; 4.01887691547618E-0003; 3.98300706964996E-0003; 1.49028060672103E-0002; 1.38215241066081E-0002; 1.39150280695794E-0002; 1.34669943061040E-0002; 8.40004848362253E-0001; 8.00860618812504E-0001; 7.86381028453278E-0001; 7.67778732516739E-0001; 7.50681709813021E-0002; 7.36288207083778E-0002; 7.37370119190321E-0002; 7.33393898307719E-0002; 1.05399858030252E-0001; 1.01481125846501E-0001; 1.01409725464201E-0001; 1.00333872453238E-0001; 6.24999102042035E-0002; 6.61531570560754E-0002; 6.58421557982091E-0002; 6.47003798273486E-0002; 1.55129812283731E-0002; 1.68746781323601E-0002; 1.67483581077343E-0002; 1.63905806320000E-0002;0
E02000240; 1.72829000000000E+0006; 8.55101000000000E+0003; 3.35399000000000E+0003; 8.34224625280231E-0001; 8.11965774706284E-0001; 8.22402424271823E-0001; 7.96007461224573E-0001; 1.89829992963457E-0001; 1.73713751584530E-0001; 1.84810712814004E-0001; 1.40282113254131E-0001; 5.22247806849809E-0001; 5.54365559052471E-0001; 5.95997162555508E-0001; 5.85978285449146E-0001; 3.50521192444264E+0000; 3.47424260065859E+0000; 3.44597978190019E+0000; 3.35244247679451E+0000; 4.73404889268039E-0001; 5.28664593669817E-0001; 3.58347051461720E-0001; 3.22120135586285E-0001; 3.85101794206225E-0001; 3.80149159497295E-0001; 3.83666110068254E-0001; 3.83666110068254E-0001; 1.41085557395383E-0002; 1.33974508706853E-0002; 1.33038566296334E-0002; 1.13346126615874E-0002; 3.25980088905150E-0002; 2.99314647087888E-0002; 3.01613221250630E-0002; 2.66952308100035E-0002; 1.71483269378810E+0000; 1.63456522905648E+0000; 1.60244529717142E+0000; 1.45584573777375E+0000; 1.13202795985611E-0001; 1.17446307355138E-0001; 1.17573653647833E-0001; 1.12724256623282E-0001; 2.67672263800435E-0001; 2.57851869894044E-0001; 2.57040895940879E-0001; 2.29259919093888E-0001; 2.34585279492483E-0001; 2.42891454643676E-0001; 2.41550949970318E-0001; 2.27218283249912E-0001; 1.26451433994554E-0001; 1.27265776547785E-0001; 1.26225011229327E-0001; 1.18200609566015E-0001;0
E02000241; 1.30487600000000E+0006; 5.90102000000000E+0003; 3.19200000000000E+0003; 8.14823483078803E-0001; 7.84290306644858E-0001; 7.83154594538635E-0001; 7.51478007441593E-0001; 1.40236387128287E-0001; 1.32363125502672E-0001; 1.34199843702499E-0001; 1.29418602465293E-0001; 1.11108486019862E+0000; 1.17940946497815E+0000; 1.26798669832145E+0000; 1.24666624492572E+0000; 3.70783635124461E+0000; 3.56518462938048E+0000; 3.49664481494286E+0000; 3.37224978328912E+0000; 1.83494088299172E+0000; 1.77148963968108E+0000; 1.50497119962874E+0000; 1.48485005891706E+0000; 3.66319994351779E-0001; 3.61609964765665E-0001; 3.64955337662134E-0001; 3.64955337662134E-0001; 1.32493913485941E-0002; 1.23156788767318E-0002; 1.22293325626937E-0002; 9.89037101039262E-0003; 2.79837293380007E-0002; 2.53229156181757E-0002; 2.55228156461159E-0002; 2.25390999555569E-0002; 1.48717922230606E+0000; 1.40210456988996E+0000; 1.37411541656870E+0000; 1.24618106087541E+0000; 8.74437083270992E-0002; 8.78500696530433E-0002; 8.79322167542406E-0002; 8.18883247059806E-0002; 2.37464261374348E-0001; 2.28812570668378E-0001; 2.27982263812719E-0001; 2.10602334250035E-0001; 2.18508839643973E-0001; 2.19834303680438E-0001; 2.18590724294368E-0001; 1.86972313791890E-0001; 1.11987320028911E-0001; 1.08887076182021E-0001; 1.07990981658524E-0001; 9.61567250372649E-0002;0
E02000242; 8.88483000000000E+0005; 5.91203000000000E+0003; 3.87897000000000E+0003; 1.01296421430490E+0000; 1.02054306026942E+0000; 1.04020267946632E+0000; 1.00034188385244E+0000; 2.10842937115064E-0001; 2.07501728216373E-0001; 2.03132395741164E-0001; 1.95122745183794E-0001; 2.16320952212338E+0000; 2.29624102962179E+0000; 2.46869070767521E+0000; 2.42719085026858E+0000; 5.46969233285053E+0000; 5.40136438602647E+0000; 5.30258601936849E+0000; 5.04950251847106E+0000; 9.96312261291792E-0001; 8.50576579462104E-0001; 7.53986283849877E-0001; 6.56460372656020E-0001; 5.50947423970210E-0001; 5.43865423028242E-0001; 5.48895545250268E-0001; 5.48895545250268E-0001; 2.14991149785826E-0003; 2.04571152028322E-0003; 2.03260622100745E-0003; 1.87945409613761E-0003; 2.58379969054739E-0003; 2.36075263620675E-0003; 2.37784091859576E-0003; 2.13706316523495E-0003; 3.11649541560956E-0001; 2.93896486442026E-0001; 2.88529866388596E-0001; 2.64616806676746E-0001; 1.32797796327994E-0002; 1.27198492970756E-0002; 1.27328261130252E-0002; 1.18365264292232E-0002; 3.68871775115408E-0002; 3.50966338771565E-0002; 3.50374030637630E-0002; 3.24493634234499E-0002; 2.09458657758229E-0002; 2.00466109755175E-0002; 1.99385564981555E-0002; 1.84669084794817E-0002; 3.14205974303016E-0003; 3.00907950037892E-0003; 2.98672340161436E-0003; 2.75879398087686E-0003;0
E02000243; 2.84574300000000E+0006; 7.58100000000000E+0003; 7.56094999999999E+0003; 4.59069907988511E-0001; 4.42021692396784E-0001; 4.46032409569640E-0001; 4.32402341347430E-0001; 5.89283231176177E-0002; 5.08253362123208E-0002; 5.39941325191819E-0002; 4.90367959163780E-0002; 1.60052790989573E+0000; 1.69895647398612E+0000; 1.82654410962453E+0000; 1.79584047351465E+0000; 2.22257408962589E+0000; 2.16368291243556E+0000; 2.11900382318560E+0000; 2.03412124755112E+0000; 2.22084860915467E+0000; 2.13749515404101E+0000; 2.05448247069009E+0000; 2.08023161831903E+0000; 2.37182522203553E-0001; 2.34132865641880E-0001; 2.36298561454407E-0001; 2.36298561454407E-0001; 2.06954963701714E-0002; 1.90761585810308E-0002; 1.89385261009837E-0002; 1.64105170970292E-0002; 4.38096900252276E-0002; 4.00300317521301E-0002; 4.03566030200005E-0002; 3.94238230554026E-0002; 2.15313387022982E+0000; 2.05335441386369E+0000; 2.01114252019892E+0000; 2.00250232135169E+0000; 1.14687248212489E-0001; 1.11329793918551E-0001; 1.11398830787732E-0001; 1.13006174373569E-0001; 3.61721022767393E-0001; 3.48629490262068E-0001; 3.47122512885814E-0001; 3.23538980840623E-0001; 3.66381673324605E-0001; 3.80441928290046E-0001; 3.78273625042017E-0001; 3.48903110532078E-0001; 1.91995384174869E-0001; 1.98887999520720E-0001; 1.97260117366015E-0001; 1.89191187579797E-0001;0
E02000244; 1.79649000000000E+0006; 6.12600000000000E+0003; 5.44202000000000E+0003; 6.01693342606617E-0001; 6.03853313047200E-0001; 6.09001225652325E-0001; 5.84816635462999E-0001; 8.59747918893390E-0002; 7.72690155239551E-0002; 8.39410188274034E-0002; 7.80995289876650E-0002; 1.79051458817551E+0000; 1.90062936272154E+0000; 2.04336044073361E+0000; 2.00901499171482E+0000; 2.92496662250902E+0000; 2.81936235578200E+0000; 2.85290569527880E+0000; 2.81025466681846E+0000; 1.04848626562029E+0000; 1.01138271125397E+0000; 9.24379150200323E-0001; 7.15105261957926E-0001; 2.97762778463158E-0001; 2.93933965245420E-0001; 2.96653372605246E-0001; 2.96653372605246E-0001; 2.39072863824692E-0002; 2.10050643910369E-0002; 2.08508443316319E-0002; 1.80612214111785E-0002; 4.37115693715378E-0002; 4.13143275251784E-0002; 4.16619104361572E-0002; 4.35278651310187E-0002; 2.15117239906504E+0000; 2.12003894656986E+0000; 2.07535744930926E+0000; 2.19951762354653E+0000; 1.00190170426446E-0001; 1.03614974110728E-0001; 1.03651384532664E-0001; 1.12530761723056E-0001; 3.79896747414434E-0001; 3.62499301339286E-0001; 3.60719892882953E-0001; 3.28622422043635E-0001; 3.64780703396484E-0001; 3.64396900694050E-0001; 3.62275246980216E-0001; 3.56707248337709E-0001; 1.73202534389040E-0001; 1.79125804705274E-0001; 1.77624081316761E-0001; 1.79692104321845E-0001;0
E02000245; 1.65523400000000E+0006; 7.22699000000000E+0003; 2.91296000000000E+0003; 6.66076415036861E-0001; 6.37730811148869E-0001; 6.32765311450977E-0001; 6.06330485971433E-0001; 2.50967633468955E-0001; 2.27933256997095E-0001; 2.42691064999332E-0001; 2.40065934365566E-0001; 4.18296952515199E-0001; 4.44022115473163E-0001; 4.77366598715066E-0001; 4.69342101821380E-0001; 2.54237239742339E+0000; 2.44740548292464E+0000; 2.40554277353813E+0000; 2.28809314345286E+0000; 3.17222457525808E-0001; 3.21272844298641E-0001; 2.24897087623909E-0001; 2.57399424213623E-0001; 3.38877026605125E-0001; 3.34519257338737E-0001; 3.37613979042420E-0001; 3.37613979042420E-0001; 1.62579614686548E-0002; 1.57326456837294E-0002; 1.56230583419614E-0002; 1.35821406547752E-0002; 3.76990110954142E-0002; 3.50233282139976E-0002; 3.52960896593671E-0002; 3.17797084166218E-0002; 1.90847210870151E+0000; 1.84589821931563E+0000; 1.80903673413490E+0000; 1.67097123538212E+0000; 1.17163489191002E-0001; 1.22682098065092E-0001; 1.22814099432080E-0001; 1.14927466035055E-0001; 3.18297710040286E-0001; 3.13157863709298E-0001; 3.12092404399686E-0001; 2.82128163059653E-0001; 2.90620940664859E-0001; 2.97855843174718E-0001; 2.96187343137341E-0001; 2.75113607659264E-0001; 1.64551566142288E-0001; 1.63337277705215E-0001; 1.61999677646317E-0001; 1.53375864201363E-0001;0
E02000246; 2.05723100000000E+0006; 7.69803000000000E+0003; 2.94894000000000E+0003; 6.10831149372972E-0001; 5.96681538432421E-0001; 5.92907513495070E-0001; 5.69807071587730E-0001; 9.88270377328071E-0002; 9.06147199604245E-0002; 9.84939882029528E-0002; 8.51108572950373E-0002; 3.18717135649569E-0001; 3.38317561046486E-0001; 3.63724268292014E-0001; 3.57610628671684E-0001; 2.66395032313562E+0000; 2.56645448470658E+0000; 2.53321955979624E+0000; 2.39935517882108E+0000; 2.41070150265755E-0001; 2.09247661665466E-0001; 3.10565024265039E-0001; 1.72469493722920E-0001; 2.89528634900516E-0001; 2.85805327602333E-0001; 2.88448915181771E-0001; 2.88448915181771E-0001; 6.98044513613390E-0003; 7.01518172488578E-0003; 6.96890326638887E-0003; 6.72591361440090E-0003; 1.80490982216201E-0002; 1.70799695913461E-0002; 1.72048215477226E-0002; 1.65153058099737E-0002; 1.03221038642693E+0000; 1.00899269466011E+0000; 9.90175007795035E-0001; 9.61163852313795E-0001; 7.28766973243365E-0002; 7.34833668528097E-0002; 7.35758127902868E-0002; 6.87550290506753E-0002; 1.61798091817745E-0001; 1.60050497367023E-0001; 1.59757788891518E-0001; 1.52737613088377E-0001; 1.21464140157594E-0001; 1.30188739379429E-0001; 1.29510488062634E-0001; 1.35288470134465E-0001; 5.02400388176163E-0002; 4.52131106255876E-0002; 4.48623598628070E-0002; 4.36437492788135E-0002;0
